href;language_num;sex;birth_place;native_language;other_languages;age_sex;age_of_english_onset;english_learning_method;english_residence;length_of_english_residence;age
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1931;french57;male;['dakar,', 'senegal'];"french
(fra)";['wolof', 'pulaar', ''];['23,', 'male', ''];12.0;academic;['usa'];4.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1937;french58;female;['douala,', 'cameroon'];"french
(fra)";['bassa', 'german', 'spanish', 'lingala', 'creole', ''];['25,', 'female', ''];18.0;academic;['usa'];8.0;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1938;french59;female;['paris,', 'france'];"french
(fra)";['none'];['20,', 'female', ''];5.0;academic;['usa'];2.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1945;french60;female;['paris,', 'france'];"french
(fra)";['spanish', ''];['20,', 'female', ''];11.0;academic;['usa'];0.8;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1998;french61;female;['rawalpindi,', 'pakistan'];"french
(fra)";['urdu', 'hindi', 'punjabi', 'german', 'arabic', ''];['41,', 'female', ''];10.0;academic;['usa'];3.0;41
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2030;french62;female;['paris,', 'france'];"french
(fra)";['bambara', 'songhay', ''];['21,', 'female', ''];20.0;naturalistic;['usa'];1.0;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2111;french63;male;['burkina', 'faso'];"french
(fra)";['moore', ''];['37,', 'male', ''];11.0;academic;['usa'];16.0;37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2394;french64;female;['ivory', 'coast'];"french
(fra)";['baoule', ''];['31,', 'female', ''];18.0;naturalistic;['usa'];2.0;31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2464;french65;female;['lome,', 'togo'];"french
(fra)";['ewe', ''];['24,', 'female', ''];19.0;academic;['usq'];4.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2473;french66;female;['belfort,', 'france'];"french
(fra)";['none'];['54,', 'female', ''];9.0;academic;['uk,', 'usa'];25.0;54
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2497;french67;female;['aix-en-provence,', 'france'];"french
(fra)";['german', 'italian', 'farsi', 'arabic', ''];['53,', 'female', ''];11.0;academic;['usa'];14.0;53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2536;french68;female;['bordeaux,', 'france'];"french
(fra)";['none'];['18,', 'female', ''];8.0;academic;[''];0.0;18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2537;french69;female;['rennes,', 'france'];"french
(fra)";['spanish', ''];['18,', 'female', ''];8.0;academic;[''];0.0;18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2725;french70;female;['harare,', 'zimbabwe'];"french
(fra)";['swahili', 'lingala', ''];['19,', 'female', ''];13.0;academic;['usa'];1.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2740;french71;female;['of', 'congo'];"french
(fra)";['none'];['18,', 'female', ''];9.0;academic;['usa'];8.0;18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2754;french72;female;['douala,', 'cameroon'];"french
(fra)";['none'];['26,', 'female', ''];25.0;academic;['usa'];0.4;26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2758;french73;male;['beaumont-le-roger,', 'france'];"french
(fra)";['italian', ''];['60,', 'male', ''];12.0;academic;['usa'];39.0;60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2782;french74;female;['quebec,', 'canada'];"french
(fra)";['none'];['63,', 'female', ''];12.0;academic;['canada'];63.0;63
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2783;french75;male;['quebec,', 'canada'];"french
(fra)";['spanish', ''];['53,', 'male', ''];5.0;academic;['canada'];53.0;53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2784;french76;male;['quebec,', 'canada'];"french
(fra)";['none'];['64,', 'male', ''];15.0;naturalistic;['canada'];64.0;64
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2785;french77;male;['quebec,', 'canada'];"french
(fra)";['none'];['29,', 'male', ''];16.0;academic;['canada'];29.0;29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2786;french78;male;['quebec,', 'canada'];"french
(fra)";['none'];['38,', 'male', ''];6.0;academic;['canada'];38.0;38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2787;french79;female;['quebec,', 'canada'];"french
(fra)";['none'];['42,', 'female', ''];11.0;academic;['canada'];42.0;42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2814;french80;female;['ivory', 'coast'];"french
(fra)";['spanish', 'bambara', ''];['19,', 'female', ''];7.0;academic;['usa'];1.5;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2946;french81;female;['paris,', 'france'];"french
(fra)";['russian', ''];['28,', 'female', ''];5.0;academic;['usa'];5.0;28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2965;french82;male;['zurich,', 'switzerland'];"french
(fra)";['german', 'italian', ''];['73,', 'male', ''];15.0;academic;[''];0.0;73
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2973;french83;female;['bruges,', 'france'];"french
(fra)";['spanish', 'arabic', ''];['22,', 'female', ''];12.0;academic;['usa'];3.5;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2977;french84;female;['marseille,', 'france'];"french
(fra)";['arabic', ''];['52,', 'female', ''];12.0;academic;['usa'];3.0;52
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2984;french85;female;['bordeaux,', 'france'];"french
(fra)";['spanish', 'arabic', ''];['22,', 'female', ''];12.0;academic;['usa'];3.0;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=188;georgian1;female;['of', 'georgia'];"georgian
(kat)";['russian', ''];['30,', 'female', ''];28.0;academic;['usa'];2.0;30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=463;georgian2;female;['of', 'georgia'];"georgian
(kat)";['russian', 'german', 'french', ''];['41,', 'female', ''];36.0;naturalistic;['usa'];4.0;41
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=713;georgian3;male;['of', 'georgia'];"georgian
(kat)";['russian', ''];['29,', 'male', ''];6.0;academic;['usa'];3.0;29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=721;georgian4;male;['of', 'georgia'];"georgian
(kat)";['russian', ''];['28,', 'male', ''];12.0;academic;['usa'];3.0;28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1059;georgian5;male;['of', 'georgia'];"georgian
(kat)";['russian', ''];['24,', 'male', ''];21.0;academic;['usa'];1.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=189;german1;female;['dusseldorf,', 'germany'];"german
(deu)";['french', 'dutch', ''];['48,', 'female', ''];12.0;academic;['usa'];25.0;48
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=190;german2;female;['bemberg,', 'germany'];"german
(deu)";['none'];['29,', 'female', ''];12.0;academic;['usa'];0.5;29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=191;german3;female;['meissen,', 'germany'];"german
(deu)";['french', 'latin', ''];['19,', 'female', ''];12.0;academic;['usa'];0.5;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=192;german4;female;['stuttgart,', 'germany'];"german
(deu)";['french', 'italian', ''];['19,', 'female', ''];11.0;academic;['usa'];0.5;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=193;german5;male;['halle,', 'germany'];"german
(deu)";['none'];['47,', 'male', ''];12.0;academic;['usa'];0.2;47
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=194;german6;male;['vienna,', 'austria'];"german
(deu)";['russian', 'ukrainian', 'italian', 'hungarian', ''];['28,', 'male', ''];8.0;academic;[''];0.0;28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=501;german7;male;['berlin,', 'germany'];"german
(deu)";['french', ''];['20,', 'male', ''];11.0;academic;['usa'];1.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=545;german8;male;['bernburg,', 'germany'];"german
(deu)";['hungarian', 'french', 'turkish', ''];['25,', 'male', ''];10.0;academic;[''];0.0;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=616;german9;male;['wuppertal,', 'germany'];"german
(deu)";['latin', ''];['22,', 'male', ''];8.0;academic;['usa'];0.2;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=635;german10;male;['darmstadt,', 'germany'];"german
(deu)";['french', ''];['24,', 'male', ''];10.0;academic;['uk'];0.1;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=640;german11;female;['frankfurt,', 'germany'];"german
(deu)";['spanish', 'latin', 'french', ''];['20,', 'female', ''];11.0;academic;[''];0.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=651;german12;female;['feldkirch,', 'austria'];"german
(deu)";['french', ''];['29,', 'female', ''];14.0;academic;['usa'];5.0;29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=652;german13;female;['eschen,', 'liechtenstein'];"german
(deu)";['french', 'spanish', 'italian', ''];['54,', 'female', ''];13.0;academic;['usa,', 'australia,', 'south', 'africa'];19.0;54
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=675;german14;female;['vienna,', 'austria'];"german
(deu)";['spanish', ''];['30,', 'female', ''];10.0;academic;['usa'];0.25;30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=676;german15;male;['innsbruck,', 'austria'];"german
(deu)";['french', 'farsi', ''];['35,', 'male', ''];11.0;academic;['usa'];8.0;35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=881;german16;female;['bremen,', 'germany'];"german
(deu)";['french', 'italian', 'dutch', ''];['31,', 'female', ''];11.0;academic;['uk,', 'usa'];4.0;31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=882;german17;female;['frankfurt,', 'germany'];"german
(deu)";['french', 'dutch', 'greek', 'italian', ''];['53,', 'female', ''];10.0;academic;['usa'];8.0;53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=893;german18;male;['aussee,', 'austria'];"german
(deu)";['spanish', 'russian', ''];['29,', 'male', ''];6.0;academic;['australia'];7.0;29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=928;german19;female;['offenbach,', 'germany'];"german
(deu)";['latin', ''];['19,', 'female', ''];11.0;academic;['usa'];0.1;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=936;german20;male;['chur,', 'switzerland'];"german
(deu)";['french', 'italian', 'spanish', ''];['41,', 'male', ''];16.0;academic;['usa'];0.5;41
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1064;german21;female;['villach,', 'austria'];"german
(deu)";['italian', ''];['20,', 'female', ''];10.0;academic;['usa'];1.2;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1092;german22;female;['elsterwerda,', 'germany'];"german
(deu)";['russian', ''];['21,', 'female', ''];12.0;academic;['usa'];2.5;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1255;german23;male;['herdecke,', 'germany'];"german
(deu)";['french', 'dutch', 'spanish', 'latin', ''];['24,', 'male', ''];11.0;academic;['uk'];0.2;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1383;german24;male;['niedersachsen,', 'germany'];"german
(deu)";['none'];['27,', 'male', ''];10.0;academic;[''];0.0;27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1443;german25;female;['geislingen,', 'germany'];"german
(deu)";['french', 'spanish', 'latin', ''];['21,', 'female', ''];11.0;academic;['usa'];0.25;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1452;german26;female;['stuttgart,', 'germany'];"german
(deu)";['none'];['77,', 'female', ''];24.0;naturalistic;['usa'];53.0;77
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1494;german27;male;['bielefeld,', 'germany'];"german
(deu)";['polish', 'spanish', 'french', ''];['23,', 'male', ''];10.0;academic;['ireland'];0.6;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1525;german28;female;['vienna,', 'austria'];"german
(deu)";['italian', 'aramaic', ''];['19,', 'female', ''];10.0;academic;[''];0.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1619;german29;female;['coburg,', 'germany'];"german
(deu)";['none'];['53,', 'female', ''];12.0;academic;['usa'];23.0;53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1681;german30;female;['radstadt,', 'austria'];"german
(deu)";['spanish', 'italian', ''];['32,', 'female', ''];8.0;academic;['uk,', 'usa'];4.0;32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1685;german31;female;['datteln,', 'germany'];"german
(deu)";['french', ''];['21,', 'female', ''];10.0;academic;['uk'];0.2;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1707;german32;female;['niedersachsen,', 'germany'];"german
(deu)";['japanese', ''];['29,', 'female', ''];12.0;academic;['usa'];17.0;29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1877;german33;male;['stuttgart,', 'germany'];"german
(deu)";['none'];['39,', 'male', ''];10.0;academic;[''];0.0;39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1879;german34;male;['bochum,', 'germany'];"german
(deu)";['swedish', ''];['28,', 'male', ''];11.0;academic;['uk'];1.0;28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1972;german35;female;['ingolstadt,', 'germany'];"german
(deu)";['french', 'russian', 'spanish', ''];['51,', 'female', ''];11.0;academic;['usa'];31.0;51
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1994;german36;female;['hamburg,', 'germany'];"german
(deu)";['hindi', ''];['18,', 'female', ''];14.0;academic;[''];0.0;18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2574;german37;female;['hamburg,', 'germany'];"german
(deu)";['french', 'danish', ''];['19,', 'female', ''];8.0;academic;[''];0.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2591;german38;female;['kaiserslautern,', 'germany'];"german
(deu)";['french', ''];['50,', 'female', ''];5.0;naturalistic;['usa'];34.0;50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2753;german39;male;['clausthal-zellerfeld,', 'germany'];"german
(deu)";['none'];['18,', 'male', ''];5.0;academic;['usa'];2.0;18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2779;german40;female;['leipzig,', 'germany'];"german
(deu)";['french', 'russian', ''];['25,', 'female', ''];8.0;academic;['uk,', 'ireland'];0.4;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2833;german41;male;['wurzburg,', 'germany'];"german
(deu)";['none'];['22,', 'male', ''];5.0;academic;['usa'];17.0;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2845;german42;female;['munich,', 'germany'];"german
(deu)";['french', 'italian', 'spanish', ''];['72,', 'female', ''];10.0;academic;['usa'];11.0;72
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2975;german43;female;['bingerbruk,', 'germany'];"german
(deu)";['french', ''];['71,', 'female', ''];11.0;academic;['usa'];53.0;71
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2983;german44;male;['munich,', 'germany'];"german
(deu)";['none'];['22,', 'male', ''];8.0;academic;['usa'];2.0;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=3003;german45;female;['mannheim,', 'germany'];"german
(deu)";['french', ''];['21,', 'female', ''];8.0;academic;['usa'];7.0;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=195;greek1;male;['athens,', 'greece'];"greek
(ell)";['none'];['19,', 'male', ''];9.0;academic;['usa'];0.25;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=196;greek2;female;['athens,', 'greece'];"greek
(ell)";['french', ''];['26,', 'female', ''];9.0;academic;['usa'];1.5;26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=197;greek3;female;['karprenici,', 'greece'];"greek
(ell)";['none'];['37,', 'female', ''];15.0;academic;['usa'];22.0;37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=570;greek4;male;['ioannina,', 'greece'];"greek
(ell)";['german', ''];['37,', 'male', ''];7.0;academic;[''];0.0;37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=621;greek5;male;['nicosia,', 'cyprus'];"greek
(ell)";['none'];['51,', 'male', ''];25.0;academic;['usa'];29.0;51
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=813;greek6;female;['igoumenitsa,', 'greece'];"greek
(ell)";['none'];['62,', 'female', ''];12.0;academic;['usa'];44.0;62
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1102;greek7;male;['athens,', 'greece'];"greek
(ell)";['french', ''];['18,', 'male', ''];4.0;naturalistic;['uk'];0.25;18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1415;greek8;male;['athens,', 'greece'];"greek
(ell)";['french', ''];['37,', 'male', ''];3.0;academic;['uk'];0.2;37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1418;greek9;female;['athens,', 'greece'];"greek
(ell)";['spanish', 'french', 'portuguese', ''];['23,', 'female', ''];6.0;academic;[''];0.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1620;greek10;male;['nicosia,', 'cyprus'];"greek
(ell)";['none'];['58,', 'male', ''];14.0;academic;['usa'];29.0;58
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1634;greek11;female;['athens,', 'greece'];"greek
(ell)";['spanish', ''];['21,', 'female', ''];3.0;naturalistic;['usa'];20.0;21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1712;greek12;male;['pennsylvania,', 'usa'];"greek
(ell)";['none'];['24,', 'male', ''];4.0;naturalistic;['usa'];20.0;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1804;greek13;female;['vlore,', 'albania'];"greek
(ell)";['albanian', ''];['23,', 'female', ''];6.0;academic;['usa'];13.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1816;greek14;female;['pennsylvania,', 'usa'];"greek
(ell)";['french', ''];['22,', 'female', ''];3.0;naturalistic;['usa'];22.0;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1839;greek15;female;['jerusalem,', 'israel'];"greek
(ell)";['french', 'hebrew', 'arabic', ''];['81,', 'female', ''];8.0;academic;['usa'];6.0;81
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2745;greek16;male;['paros,', 'greece'];"greek
(ell)";['german', 'spanish', 'turkish', ''];['61,', 'male', ''];7.0;academic;['usa'];18.0;61
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2746;greek17;female;['mantoudi,', 'greece'];"greek
(ell)";['romanian', 'spanish', ''];['55,', 'female', ''];9.0;academic;['usa'];2.0;55
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=198;gujarati1;male;['ahmedabad,', 'india'];"gujarati
(guj)";['hindi-urdu', ''];['20,', 'male', ''];15.0;academic;['usa'];0.5;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=199;gujarati2;male;['bombay,', 'india'];"gujarati
(guj)";['hindi-urdu', 'sanskrit', 'punjabi', ''];['22,', 'male', ''];8.0;academic;['usa'];0.3;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=200;gujarati3;female;['limerick,', 'ireland'];"gujarati
(guj)";['hindi-urdu', ''];['28,', 'female', ''];2.0;naturalistic;['india,usa,ireland'];3.0;28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=610;gujarati4;female;['ahmedabad,', 'india'];"gujarati
(guj)";['hindi', ''];['53,', 'female', ''];16.0;academic;['usa'];22.0;53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1016;gujarati5;female;['bombay,', 'india'];"gujarati
(guj)";['hindi', 'marathi', 'urdu', ''];['28,', 'female', ''];3.0;academic;['usa'];4.0;28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1143;gujarati6;male;['gujarat,', 'india'];"gujarati
(guj)";['kutchi', 'hindi', ''];['29,', 'male', ''];5.0;naturalistic;['india,usa'];23.0;29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1504;gujarati7;female;['hyderabad,', 'india'];"gujarati
(guj)";['hindi', 'kannada', ''];['40,', 'female', ''];4.0;academic;['usa'];16.0;40
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1678;gujarati8;female;['ahmedabad,', 'india'];"gujarati
(guj)";['hindi', 'spanish', ''];['27,', 'female', ''];7.0;academic;['usa'];20.0;27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2041;gujarati9;male;['surat,', 'india'];"gujarati
(guj)";['hindi', 'sanskrit', ''];['19,', 'male', ''];9.0;academic;['usa'];1.5;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2292;gujarati10;male;['bombay,', 'india'];"gujarati
(guj)";['hindi', 'marathi', ''];['24,', 'male', ''];7.0;naturalistic;['usa'];5.5;24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2301;gujarati11;male;['gujarat,', 'india'];"gujarati
(guj)";['hindi', ''];['25,', 'male', ''];7.0;academic;['usa'];0.2;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2357;gujarati12;female;['gujarat,', 'india'];"gujarati
(guj)";['hindi', ''];['23,', 'female', ''];5.0;academic;['usa'];0.2;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2409;gujarati13;female;['maharashtra,', 'india'];"gujarati
(guj)";['hindi', 'marathi', ''];['25,', 'female', ''];5.0;academic;['usa'];2.0;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2416;gujarati14;male;['bombay,', 'india'];"gujarati
(guj)";['hindi', 'marathi', ''];['23,', 'male', ''];3.0;naturalistic;['usa'];1.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2498;gujarati15;female;['rajkot,', 'india'];"gujarati
(guj)";['hindi', 'german', ''];['20,', 'female', ''];3.0;academic;['usa'];2.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2558;gujarati16;female;['bombay,', 'india'];"gujarati
(guj)";['hindi', ''];['20,', 'female', ''];3.0;academic;['singapore'];20.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2824;gujarati17;female;['bombay,', 'india'];"gujarati
(guj)";['hindi', ''];['50,', 'female', ''];16.0;academic;['usa'];30.0;50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2067;miskito1;male;['coco,', 'nicaragua'];"miskito
(miq)";['spanish', ''];['18,', 'male', ''];8.0;academic;[''];0.0;18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2068;miskito2;female;['cabezas,', 'nicaragua'];"miskito
(miq)";['spanish', ''];['18,', 'female', ''];7.0;academic;[''];0.0;18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2069;miskito3;male;['cabezas,', 'nicaragua'];"miskito
(miq)";['spanish', ''];['32,', 'male', ''];14.0;academic;[''];0.0;32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2070;miskito4;male;['cabezas,', 'nicaragua'];"miskito
(miq)";['spanish', ''];['18,', 'male', ''];15.0;academic;[''];0.0;18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2071;miskito5;female;['cabezas,', 'nicaragua'];"miskito
(miq)";['spanish', ''];['18,', 'female', ''];7.0;academic;[''];0.0;18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2082;miskito6;male;['cabezas,', 'nicaragua'];"miskito
(miq)";['spanish', ''];['19,', 'male', ''];12.0;academic;[''];0.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2083;miskito7;male;['cabezas,', 'nicaragua'];"miskito
(miq)";['spanish', ''];['20,', 'male', ''];15.0;academic;[''];0.0;20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2088;miskito8;male;['coco,', 'nicaragua'];"miskito
(miq)";['spanish', ''];['18,', 'male', ''];12.0;academic;[''];0.0;18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2089;miskito9;male;['cabezas,', 'nicaragua'];"miskito
(miq)";['spanish', ''];['40,', 'male', ''];38.0;naturalistic;['usa'];0.2;40
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2090;miskito10;male;['coco,', 'nicaragua'];"miskito
(miq)";['spanish', ''];['18,', 'male', ''];13.0;academic;[''];0.0;18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2093;miskito11;female;['cabezas,', 'nicaragua'];"miskito
(miq)";['none'];['18,', 'female', ''];11.0;academic;[''];0.0;18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=267;mongolian1;female;['ulaanbaatar,', 'mongolia'];"mongolian
(khk)";['russian', ''];['18,', 'female', ''];15.0;naturalistic;['usa'];3.0;18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=268;mongolian2;male;['ulaanbaatar,', 'mongolia'];"mongolian
(khk)";['russian', ''];['22,', 'male', ''];17.0;academic;['usa'];0.25;22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=762;mongolian3;male;['ulaanbaatar,', 'mongolia'];"mongolian
(khk)";['russian', 'turkish', ''];['38,', 'male', ''];10.0;academic;['usa'];0.66;38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1024;mongolian4;male;['ulaanbaatar,', 'mongolia'];"mongolian
(khk)";['chinese', 'russian', ''];['19,', 'male', ''];15.0;academic;['usa'];1.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1135;mongolian5;male;['sofia,', 'bulgaria'];"mongolian
(khk)";['russian', ''];['23,', 'male', ''];9.0;academic;['usa'];9.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1199;mongolian6;female;['sukhbaatar,', 'mongolia'];"mongolian
(khk)";['russian', 'mandarin', ''];['29,', 'female', ''];26.0;academic;['usa'];3.0;29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1811;mongolian7;female;['darhan,', 'mongolia'];"mongolian
(khk)";['japanese', 'russian', ''];['28,', 'female', ''];28.0;academic;['usa'];0.5;28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1842;mongolian8;male;['mongolia,', 'china'];"mongolian
(mvf)";['mandarin', ''];['25,', 'male', ''];5.0;academic;['usa'];1.5;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1896;mongolian9;male;['yekaterinburg,', 'russia'];"mongolian
(khk)";['italian', 'french', 'german', ''];['19,', 'male', ''];5.0;naturalistic;['usa'];14.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2789;mongolian10;female;['ulaanbaatar,', 'mongolia'];"mongolian
(khk)";['none'];['28,', 'female', ''];20.0;academic;['usa'];5.0;28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=11;arabic1;female;['saudi', 'arabia'];"arabic
(ars)";['none'];['38,', 'female', ''];12.0;academic;['usa'];4.0;38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1133;arabic30;female;['saudi', 'arabia'];"arabic
(ars)";['none'];['19,', 'female', ''];8.0;naturalistic;['usa'];11.0;19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1777;arabic64;male;['saudi', 'arabia'];"arabic
(ars)";['none'];['23,', 'male', ''];6.0;naturalistic;['usa'];3.0;23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1885;arabic75;female;['saudi', 'arabia'];"arabic
(ars)";['none'];['26,', 'female', ''];2.0;naturalistic;['usa'];5.2;26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1901;arabic80;male;['saudi', 'arabia'];"arabic
(ars)";['none'];['25,', 'male', ''];11.0;academic;['usa'];2.0;25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1914;arabic81;male;['saudi', 'arabia'];"arabic
(ars)";['german', ''];['22,', 'male', ''];17.0;naturalistic;['usa'];3.6;22
