speaker_id;file_name;sample_name;birth_place;native_langs;other_langs;age;sex;age_of_english_onset;english_learning_method;english_residence;years_of_english_residence;class_labels;primary_lang_group;secondary_lang_group;primary_lang_group_id;secondary_lang_group_id
2590;spanish182;spanish182;trujillo, peru;spanish;none;44;male;20;academic;usa;20;183;Indo-European;Italic;5;506
2591;spanish183;spanish183;bogota, colombia;spanish;portuguese italian;27;female;16;academic;usa;11;183;Indo-European;Italic;5;506
2592;spanish184;spanish184;lima, peru;spanish;none;26;male;13;academic;usa;11;183;Indo-European;Italic;5;506
2593;spanish185;spanish185;san salvador, el salvadore;spanish;none;30;female;12;academic;usa;18;183;Indo-European;Italic;5;506
2594;spanish186;spanish186;tegucigalpa, honduras;spanish;none;33;male;14;academic;usa;19;183;Indo-European;Italic;5;506
2595;spanish187;spanish187;santurce, puerto rico;spanish;portuguese;32;female;6;academic;usa;8;183;Indo-European;Italic;5;506
2596;spanish188;spanish188;panama city, panama;spanish;none;54;female;28;naturalistic;usa;26;183;Indo-European;Italic;5;506
2597;spanish189;spanish189;santa clara, san vicente, el salvador;spanish;none;42;male;18;academic;usa;27;183;Indo-European;Italic;5;506
2598;spanish190;spanish190;bogota, colombia;spanish;french;41;male;6;academic;usa;7;183;Indo-European;Italic;5;506
2599;spanish191;spanish191;bogota, colombia;spanish;none;38;female;12;academic;usa;2;183;Indo-European;Italic;5;506
2600;spanish192;spanish192;cordoba, argentina;spanish;french german;40;male;10;academic;uk;1;183;Indo-European;Italic;5;506
2601;spanish193;spanish193;david, panama;spanish;none;75;female;5;academic;usa;54;183;Indo-European;Italic;5;506
2602;spanish194;spanish194;cochabamba, bolivia;spanish;none;27;male;18;naturalistic;usa;9;183;Indo-European;Italic;5;506
2603;spanish195;spanish195;guatemala city, guatemala;spanish;none;55;female;15;academic;usa;27;183;Indo-European;Italic;5;506
2604;spanish196;spanish196;san cristobal, dominican republic;spanish;none;60;female;26;naturalistic;usa;31;183;Indo-European;Italic;5;506
2605;spanish197;spanish197;madrid, spain;spanish;french;20;female;3;academic;usa;0.3;183;Indo-European;Italic;5;506
2606;spanish198;spanish198;tejupilco, mexico;spanish;none;38;female;19;academic;usa;23;183;Indo-European;Italic;5;506
2607;spanish199;spanish199;san juan, puerto rico;spanish;portuguese french;18;male;2;academic;usa;0.3;183;Indo-European;Italic;5;506
2608;spanish200;spanish200;bogota, colombia;spanish;none;30;female;17;academic;usa;12;183;Indo-European;Italic;5;506
2609;spanish201;spanish201;mexico city, mexico;spanish;none;25;male;18;naturalistic;usa;5.7;183;Indo-European;Italic;5;506
2610;spanish202;spanish202;mexico city, mexico;spanish;none;48;female;17;naturalistic;usa;31;183;Indo-European;Italic;5;506
2611;spanish203;spanish203;usulutan, el salvador;spanish;none;32;female;11;academic;usa;23;183;Indo-European;Italic;5;506
2612;spanish204;spanish204;almeria, spain;spanish;french;21;male;8;academic;usa;0.8;183;Indo-European;Italic;5;506
2613;spanish205;spanish205;cerete, colombia;spanish;french;29;male;7;academic;canada;0.3;183;Indo-European;Italic;5;506
2614;spanish206;spanish206;santiago, chile;spanish;none;21;female;4;academic;usa, uk;0.4;183;Indo-European;Italic;5;506
2615;spanish207;spanish207;ica, peru;spanish;none;39;female;12;academic;usa;0.3;183;Indo-European;Italic;5;506
2616;spanish208;spanish208;santo domingo, dominican republic;spanish;none;49;male;13;academic;usa;30;183;Indo-European;Italic;5;506
2617;spanish209;spanish209;lima, peru;spanish;asl;35;female;12;naturalistic;usa;16;183;Indo-European;Italic;5;506
2618;spanish210;spanish210;cordoba, argentina;spanish;none;20;female;8;naturalistic;puerto rico, usa;18;183;Indo-European;Italic;5;506
2619;spanish211;spanish211;la paz, bolivia;spanish;none;19;female;16;academic;usa;3;183;Indo-European;Italic;5;506
2620;spanish212;spanish212;la union, el salvador;spanish;none;21;female;10;academic;usa;11;183;Indo-European;Italic;5;506
2621;spanish213;spanish213;loja, ecuador;spanish;none;22;male;13;naturalistic;usa;9;183;Indo-European;Italic;5;506
2622;spanish214;spanish214;neiva, colombia;spanish;none;45;female;26;naturalistic;usa;20;183;Indo-European;Italic;5;506
2623;spanish215;spanish215;cochabamba, bolivia;spanish;none;24;female;13;academic;usa;10;183;Indo-European;Italic;5;506
2624;spanish216;spanish216;caracas, venezuela;spanish;none;43;female;42;academic;usa;5;183;Indo-European;Italic;5;506
2625;spanish217;spanish217;bogota, colombia;spanish;french;19;female;7;academic;usa;4.5;183;Indo-European;Italic;5;506
2626;spanish218;spanish218;danli, honduras;spanish;none;19;female;8;academic;usa;5.3;183;Indo-European;Italic;5;506
2627;spanish219;spanish219;santa ana, el salvador;spanish;none;44;female;25;naturalistic;usa;26;183;Indo-European;Italic;5;506
2628;spanish220;spanish220;guadalajara, jalisco, mexico;spanish;none;63;male;31;naturalistic;usa;32;183;Indo-European;Italic;5;506
2629;spanish221;spanish221;bogota, colombia;spanish;none;32;female;6;academic;usa;24.5;183;Indo-European;Italic;5;506
2630;spanish222;spanish222;villalba, puerto rico;spanish;none;45;female;2;naturalistic;usa;43;183;Indo-European;Italic;5;506
2631;spanish223;spanish223;santa rosa, texas, usa;spanish;none;66;female;5;academic;usa;66;183;Indo-European;Italic;5;506
2632;spanish224;spanish224;la serena, chile;spanish;none;65;female;15;naturalistic;usa;42;183;Indo-European;Italic;5;506
2633;spanish225;spanish225;durango, mexico;spanish;german;18;male;10;academic;usa;0.5;183;Indo-European;Italic;5;506
2634;spanish226;spanish226;los mochis, sinaloa, mexico;spanish;none;19;male;9;academic;;0;183;Indo-European;Italic;5;506
2635;spanish227;spanish227;durango, durango, mexico;spanish;none;49;female;13;academic;;0;183;Indo-European;Italic;5;506
2636;spanish228;spanish228;piura, peru;spanish;indonesian french mandarin;23;female;15;academic;;0;183;Indo-European;Italic;5;506
2637;spanish229;spanish229;tijuana, mexico;spanish;none;21;male;12;naturalistic;;0;183;Indo-European;Italic;5;506
2638;spanish230;spanish230;cali, colombia;spanish;none;31;female;9;academic;usa;16;183;Indo-European;Italic;5;506
2639;spanish231;spanish231;santa ana, el salvador;spanish;none;38;male;21;naturalistic;usa;12;183;Indo-European;Italic;5;506
2640;spanish232;spanish232;trujillo, peru;spanish;quechua;39;male;7;academic;usa;5;183;Indo-European;Italic;5;506
2641;spanish233;spanish233;buenos aires, argentina;spanish;korean;19;female;5;academic;usa;6;183;Indo-European;Italic;5;506
2642;spanish234;spanish234;maracaibo, venezuela;spanish;none;51;male;13;academic;usa;34;183;Indo-European;Italic;5;506
2643;spanish235;spanish235;san salvador, el salvador;spanish;none;29;female;14;academic;usa;13;183;Indo-European;Italic;5;506
2644;sundanese1;sundanese1;kuningan, indonesia;sundanese;bahasa indonesia;37;female;15;academic;usa;12;184;not selected;not selected;0;0
2645;sundanese2;sundanese2;bandung, jawa barat, indonesia;sundanese;indonesian;20;male;16;naturalistic;;0;184;not selected;not selected;0;0
2646;susu1;susu1;conakry, guinea;susu;french;24;male;18;academic;usa;1;185;not selected;not selected;0;0
2647;swedish1;swedish1;solna, sweden;swedish;german;56;female;11;academic;usa;20;186;Indo-European;Germanic;5;503
2648;swedish2;swedish2;uppsala, sweden;swedish;german;20;male;10;academic;;0;186;Indo-European;Germanic;5;503
2649;swedish3;swedish3;stockholm, sweden;swedish;german;24;male;10;academic;;0;186;Indo-European;Germanic;5;503
2650;swedish4;swedish4;lulea, sweden;swedish;german;22;male;10;academic;;0;186;Indo-European;Germanic;5;503
2651;swedish5;swedish5;goteborg, sweden;swedish;none;18;male;13;academic;;0;186;Indo-European;Germanic;5;503
2652;swedish6;swedish6;goteborg, sweden;swedish;german;26;male;7;academic;;0;186;Indo-European;Germanic;5;503
2653;swedish7;swedish7;sollentuna, sweden;swedish;mandarin;21;female;11;academic;uk, canada;1;186;Indo-European;Germanic;5;503
2654;swedish8;swedish8;helsinki, finland;swedish;finnish french;22;female;10;academic;usa;0.1;186;Indo-European;Germanic;5;503
2655;swedish9;swedish9;uddevalla, sweden;swedish;spanish;20;male;10;academic;;0;186;Indo-European;Germanic;5;503
2656;swedish10;swedish10;lidkoping, sweden;swedish;german spanish;19;female;9;academic;usa;0.1;186;Indo-European;Germanic;5;503
2657;swedish11;swedish11;espoo, finland;swedish;finnish german;36;female;10;academic;usa;16;186;Indo-European;Germanic;5;503
2658;swedish12;swedish12;malmo, sweden;swedish;german danish;23;male;7;academic;usa;0.5;186;Indo-European;Germanic;5;503
2659;swedish13;swedish13;umea, sweden;swedish;german spanish;28;female;10;academic;usa;3;186;Indo-European;Germanic;5;503
2660;swedish14;swedish14;vetlanda, sweden;swedish;german;23;male;9;academic;;0;186;Indo-European;Germanic;5;503
2661;swedish15;swedish15;stokholm, sweden;swedish;none;22;male;12;academic;usa;1;186;Indo-European;Germanic;5;503
2662;swedish16;swedish16;goteborg, sweden;swedish;spanish french;39;female;11;academic;usa;15;186;Indo-European;Germanic;5;503
2663;swedish17;swedish17;farjestaden, sweden;swedish;none;20;female;8;naturalistic;usa;0.3;186;Indo-European;Germanic;5;503
2664;swedish18;swedish18;lulea, sweden;swedish;french italian;42;male;8;academic;usa;18;186;Indo-European;Germanic;5;503
2665;swedish19;swedish19;ekenas, finland;swedish;finnish german;50;male;12;naturalistic;usa;26;186;Indo-European;Germanic;5;503
2666;swedish20;swedish20;karlstad, sweden;swedish;norwegian german;31;male;7;academic;;0;186;Indo-European;Germanic;5;503
2667;swedish21;swedish21;joensuu, finland;swedish;finnish estonian french;61;male;10;academic;usa, uk;0.4;186;Indo-European;Germanic;5;503
2668;swedish22;swedish22;helsinki, finland;swedish;finnish;33;male;5;naturalistic;uk;0.1;186;Indo-European;Germanic;5;503
2669;swedish23;swedish23;lulea, sweden;swedish;none;24;female;7;academic;;0;186;Indo-European;Germanic;5;503
2670;swissgerman1;swiss german1;eischoll, switzerland;swiss german;french german;21;male;10;academic;usa, uk;2;187;not selected;not selected;0;0
2671;swissgerman2;swiss german2;winterthur, switzerland;swiss german;french spanish;42;female;14;academic;south africa, usa;6.5;187;not selected;not selected;0;0
2672;swissgerman3;swiss german3;muri, aargau, switzerland;swiss german;german french italian;30;male;13;academic;scotland, egnland, canada;0.5;187;not selected;not selected;0;0
2673;swissgerman4;swiss german4;bern, switzerland;swiss german;none;24;male;14;academic;new zealand;11;187;not selected;not selected;0;0
2674;swissgerman5;swiss german5;uster, switzerland;swiss german;german french dutch;34;male;8;academic;cayman islands, canada;8;187;not selected;not selected;0;0
2675;swissgerman6;swiss german6;zurich, switzerland;swiss german;french spanish german;55;female;15;academic;usa;33;187;not selected;not selected;0;0
2676;swissgerman7;swiss german7;bern, switzerland;swiss german;none;25;female;8;academic;canada, usa, uk;1.2;187;not selected;not selected;0;0
2677;swissgerman8;swiss german8;schupfheim, switzerland;swiss german;german french;73;female;15;academic;uk;0.3;187;not selected;not selected;0;0
2678;swissgerman9;swiss german9;zurich, switzerland;swiss german;german french;31;female;6;academic;usa, south africa;1;187;not selected;not selected;0;0
2679;sylheti1;sylheti1;sylhet, bangladesh;sylheti;bengali;54;male;17;academic;usa;20;188;not selected;not selected;0;0
2680;synthesized1;synthesized1;;synthesized;none;0;male;0;;mac system 8.5;0;189;not selected;not selected;0;0
2681;synthesized2;synthesized2;;synthesized;none;0;female;0;;mac system 8.5;0;189;not selected;not selected;0;0
2682;synthesized3;synthesized3;;synthesized;none;0;female;0;;mac system 8.5;0;189;not selected;not selected;0;0
2683;synthesized4;synthesized4;;synthesized;none;0;male;0;;mac system 8.5;0;189;not selected;not selected;0;0
2684;tagalog1;tagalog1;manila, philippines;tagalog;none;18;male;10;academic;usa;0.5;190;Austronesian;Malayo-Polynesian;3;301
2685;tagalog2;tagalog2;urdaneta, luzon, philippines;tagalog;ilocano;21;female;7;academic;usa;4;190;Austronesian;Malayo-Polynesian;3;301
2686;tagalog3;tagalog3;honiara, guadalcanal, solomon islands;tagalog;bislama solomon islands pidgin;19;female;1;naturalistic;usa;3;190;Austronesian;Malayo-Polynesian;3;301
2687;tagalog4;tagalog4;san fernando, la union, philippines;tagalog;ilocano;48;female;7;academic;usa;20;190;Austronesian;Malayo-Polynesian;3;301
2688;tagalog5;tagalog5;tarlac city, philippines;tagalog;ilocano;42;female;5;naturalistic;philippines, usa, australia;42;190;Austronesian;Malayo-Polynesian;3;301
2689;tagalog6;tagalog6;quezon city, philippines;tagalog;none;20;male;4;academic;philippines;20;190;Austronesian;Malayo-Polynesian;3;301
2690;tagalog7;tagalog7;manila, philippines;tagalog;spanish;60;male;6;academic;australia;22;190;Austronesian;Malayo-Polynesian;3;301
2691;tagalog8;tagalog8;cabanatuan city, philippines;tagalog;spanish italian ilonggo kapampangan ilocano;62;female;7;academic;usa;27;190;Austronesian;Malayo-Polynesian;3;301
2692;tagalog9;tagalog9;manila, philippines;tagalog;ilocano;48;male;7;academic;philippines, usa;48;190;Austronesian;Malayo-Polynesian;3;301
2693;tagalog10;tagalog10;manila, philippines;tagalog;none;39;female;6;academic;usa;21;190;Austronesian;Malayo-Polynesian;3;301
2694;tagalog11;tagalog11;manila, philippines;tagalog;arabic;59;female;11;academic;usa;1;190;Austronesian;Malayo-Polynesian;3;301
2695;tagalog12;tagalog12;legaspi, philippines;tagalog;bikol;33;female;5;academic;usa;20;190;Austronesian;Malayo-Polynesian;3;301
2696;tagalog13;tagalog13;manila, philippines;tagalog;none;76;female;7;academic;usa;40;190;Austronesian;Malayo-Polynesian;3;301
2697;tagalog14;tagalog14;legaspi, philippines;tagalog;none;47;female;17;academic;usa;25;190;Austronesian;Malayo-Polynesian;3;301
2698;tagalog15;tagalog15;manila, philippines;tagalog;spanish vietnamese japanese;35;female;1;naturalistic;usa;25;190;Austronesian;Malayo-Polynesian;3;301
2699;tagalog16;tagalog16;san pedro laguna, philippines;tagalog;none;20;male;4.5;naturalistic;usa;7.5;190;Austronesian;Malayo-Polynesian;3;301
2700;tagalog17;tagalog17;alexandria, virginia, usa;tagalog;japanese;21;male;6;naturalistic;usa;20;190;Austronesian;Malayo-Polynesian;3;301
2701;tagalog18;tagalog18;manila, philippines;tagalog;none;77;female;8;academic;usa;69;190;Austronesian;Malayo-Polynesian;3;301
2702;tagalog19;tagalog19;cabusao, philippines;tagalog;none;63;female;5;academic;usa;36;190;Austronesian;Malayo-Polynesian;3;301
2703;tagalog20;tagalog20;san fernando, pampanga, philippines;tagalog;spanish;58;female;6;academic;usa;45;190;Austronesian;Malayo-Polynesian;3;301
2704;tagalog21;tagalog21;manila, philippines;tagalog;none;40;female;7;academic;;0;190;Austronesian;Malayo-Polynesian;3;301
2705;tagalog22;tagalog22;quezon city, philippines;tagalog;none;21;female;3;naturalistic;philippines;21;190;Austronesian;Malayo-Polynesian;3;301
2706;tagalog23;tagalog23;sibutu, philippines;tagalog;malay;36;female;7;academic;malaysia;2;190;Austronesian;Malayo-Polynesian;3;301
2707;tagalog24;tagalog24;batangos, philippines;tagalog;none;51;male;7;academic;usa;4;190;Austronesian;Malayo-Polynesian;3;301
2708;tagalog25;tagalog25;cavite city, philippines;tagalog;none;21;male;6;naturalistic;usa;5.3;190;Austronesian;Malayo-Polynesian;3;301
2709;tagalog26;tagalog26;cotabalo, philippines;tagalog;spanish;53;male;7;academic;usa;27;190;Austronesian;Malayo-Polynesian;3;301
2710;tagalog27;tagalog27;pasig, philippiness;tagalog;french japanese;28;female;3;naturalistic;usa;25;190;Austronesian;Malayo-Polynesian;3;301
2711;taishan1;taishan1;taishan, guangdong, china;taishan;cantonese mandarin;21;male;7;academic;usa;10;191;not selected;not selected;0;0
2712;taiwanese1;taiwanese1;ping tung, taiwan;taiwanese;mandarin;36;female;13;academic;uk,usa;1.7;192;Sino-Tibetan;Chinese;12;1201
2713;taiwanese2;taiwanese2;taipei, taiwan;taiwanese;mandarin;24;female;17;academic;usa;0.25;192;Sino-Tibetan;Chinese;12;1201
2714;taiwanese3;taiwanese3;tainan, taiwan;taiwanese;mandarin;30;female;13;academic;usa;0.7;192;Sino-Tibetan;Chinese;12;1201
2715;taiwanese4;taiwanese4;kao-hsiung, taiwan;taiwanese;mandarin;45;female;21;naturalistic;usa;34;192;Sino-Tibetan;Chinese;12;1201
2716;taiwanese5;taiwanese5;tainan, taiwan;taiwanese;mandarin korean;27;male;15;naturalistic;usa;0.5;192;Sino-Tibetan;Chinese;12;1201
2717;taiwanese6;taiwanese6;tai chung, taiwan;taiwanese;mandarin;33;female;13;academic;usa;2.5;192;Sino-Tibetan;Chinese;12;1201
2718;taiwanese7;taiwanese7;taipei, taiwan;taiwanese;cantonese;65;female;35;academic;usa;20;192;Sino-Tibetan;Chinese;12;1201
2719;taiwanese8;taiwanese8;tainan, taiwan;taiwanese;mandarin;54;female;13;academic;usa;29;192;Sino-Tibetan;Chinese;12;1201
2720;taiwanese9;taiwanese9;tai chung, taiwan;taiwanese;japanese mandarin;45;male;25;academic;usa;18;192;Sino-Tibetan;Chinese;12;1201
2721;taiwanese10;taiwanese10;taipei, taiwan;taiwanese;mandarin;27;male;5;academic;usa;5;192;Sino-Tibetan;Chinese;12;1201
2722;taiwanese11;taiwanese11;taipei, taiwan;taiwanese;mandarin;23;male;4;academic;usa;0.1;192;Sino-Tibetan;Chinese;12;1201
2723;tajiki1;tajiki1;khujand, tajikistan;tajiki;russian turkish;19;male;7;academic;usa;0.1;193;Indo-European;Indo-Iranian;5;505
2724;tajiki2;tajiki2;khujand, tajikistan;tajiki;russian chinese;19;female;12;academic;;0;193;Indo-European;Indo-Iranian;5;505
2725;tajiki3;tajiki3;khujand, tajikistan;tajiki;russian;19;female;10;academic;;0;193;Indo-European;Indo-Iranian;5;505
2726;tajiki4;tajiki4;khujand, tajikistan;tajiki;russian chinese;19;female;15;academic;;0;193;Indo-European;Indo-Iranian;5;505
2727;tajiki5;tajiki5;dushanbe, tajikistan;tajiki;russian persian;19;male;4;academic;;0;193;Indo-European;Indo-Iranian;5;505
2728;tajiki6;tajiki6;shaidon, tajikistan;tajiki;russian;19;male;16;academic;;0;193;Indo-European;Indo-Iranian;5;505
2729;tajiki7;tajiki7;buston, tajikistan;tajiki;russian uzbek kyrgyz tatar pashto;22;male;12;academic;;0;193;Indo-European;Indo-Iranian;5;505
2730;tajiki8;tajiki8;khistevarz, tajikistan;tajiki;russian;18;female;5;academic;;0;193;Indo-European;Indo-Iranian;5;505
2731;tajiki9;tajiki9;khujand, tajikistan;tajiki;russian uzbek chinese;19;male;17;academic;;0;193;Indo-European;Indo-Iranian;5;505
2732;tajiki10;tajiki10;konibodom, tajikistan;tajiki;russian german;19;male;9;academic;;0;193;Indo-European;Indo-Iranian;5;505
2733;tajiki11;tajiki11;khujand, tajikistan;tajiki;russian;33;female;7;academic;;0;193;Indo-European;Indo-Iranian;5;505
2734;tajiki12;tajiki12;khujand, tajikistan;tajiki;russian;40;female;18;academic;;0;193;Indo-European;Indo-Iranian;5;505
2735;tajiki13;tajiki13;khujand, tajikistan;tajiki;russian uzbek;59;female;10;academic;;0;193;Indo-European;Indo-Iranian;5;505
2736;tajiki14;tajiki14;khujand, tajikistan;tajiki;russian;30;female;15;academic;;0;193;Indo-European;Indo-Iranian;5;505
2737;tamil1;tamil1;colombo, sri lanka;tamil;sinhalese telugu malayalam;39;male;7;academic;usa;13;194;Dravidian;Southern Dravidian;4;402
2738;tamil2;tamil2;madras, tamil nadu, india;tamil;hindi-urdu kannada malayalam;35;female;4;naturalistic;usa;5;194;Dravidian;Southern Dravidian;4;402
2739;tamil3;tamil3;chennai, india;tamil;none;26;male;10;naturalistic;uk;3;194;Dravidian;Southern Dravidian;4;402
2740;tamil4;tamil4;colombo, sri lanka;tamil;sinhalese;58;female;3;academic;usa;23.7;194;Dravidian;Southern Dravidian;4;402
2741;tamil5;tamil5;coimbatore, tamil nadu, india;tamil;hindi;36;female;5;academic;usa;12;194;Dravidian;Southern Dravidian;4;402
2742;tamil6;tamil6;bangalore, karnataka, india;tamil;hindi telugu;47;female;6;academic;usa;19;194;Dravidian;Southern Dravidian;4;402
2743;tamil7;tamil7;dombivli, maharashtra, india;tamil;hindi marathi;26;female;3;academic;usa;2.3;194;Dravidian;Southern Dravidian;4;402
2744;tamil8;tamil8;chennai, tamil nadu, india;tamil;telugu hindi;25;female;5;academic;usa;1;194;Dravidian;Southern Dravidian;4;402
2745;tamil9;tamil9;chennai, india;tamil;telugu hindi;28;female;4;academic;usa;3;194;Dravidian;Southern Dravidian;4;402
2746;tamil10;tamil10;chennai, india;tamil;hindi;24;male;5;academic;usa;0.2;194;Dravidian;Southern Dravidian;4;402
2747;tamil11;tamil11;pondicherry, india;tamil;none;23;female;5;academic;usa;0.2;194;Dravidian;Southern Dravidian;4;402
2748;tamil12;tamil12;chennai, tamil nadu, india;tamil;hindi;23;female;3;academic;usa;0.1;194;Dravidian;Southern Dravidian;4;402
2749;tamil13;tamil13;coimbatore, tamil nadu, india;tamil;telugu hindi;28;female;3;academic;usa;2;194;Dravidian;Southern Dravidian;4;402
2750;tatar1;tatar1;kargali, tatarstan, russia;tatar;russian french;29;female;10;academic;usa;8;195;not selected;not selected;0;0
2751;telugu1;telugu1;kadapa, india;telugu;hindi-urdu tamil;31;male;6;academic;usa;4;196;Dravidian;South-Central Dravidian;4;401
2752;telugu2;telugu2;guntur, andhra pradesh, india;telugu;hindi-urdu;18;male;6;academic;usa;3;196;Dravidian;South-Central Dravidian;4;401
2753;telugu3;telugu3;bellary, karnataka, india;telugu;sanskrit;25;male;5;academic;usa;0.1;196;Dravidian;South-Central Dravidian;4;401
2754;telugu4;telugu4;hyderabad, india;telugu;hindi marathi;22;male;5;academic;usa;0.1;196;Dravidian;South-Central Dravidian;4;401
2755;telugu5;telugu5;khammam, telangana, india;telugu;hindi;21;male;4;academic;usa;0.1;196;Dravidian;South-Central Dravidian;4;401
2756;telugu6;telugu6;hyderabad, india;telugu;hindi;23;male;4;academic;usa;0.8;196;Dravidian;South-Central Dravidian;4;401
2757;telugu7;telugu7;hyderabad, india;telugu;hindi;23;male;3;academic;usa;1.3;196;Dravidian;South-Central Dravidian;4;401
2758;telugu8;telugu8;guntur, andhra pradesh, india;telugu;hindi;22;male;2;academic;usa;0.1;196;Dravidian;South-Central Dravidian;4;401
2759;telugu9;telugu9;vijayawada, andhra pradesh, india;telugu;hindi malayalam tamil kannada;24;male;7;academic;usa;0.2;196;Dravidian;South-Central Dravidian;4;401
2760;telugu10;telugu10;hyderabad, india;telugu;hindi;21;male;14;academic;usa;0.2;196;Dravidian;South-Central Dravidian;4;401
2761;telugu11;telugu11;hyderabad, india;telugu;hindi urdu spanish;26;male;6;academic;usa;4;196;Dravidian;South-Central Dravidian;4;401
2762;telugu12;telugu12;edison, new jersey, usa;telugu;hindi;18;female;3;naturalistic;usa;18;196;Dravidian;South-Central Dravidian;4;401
2763;telugu13;telugu13;hyderabad, india;telugu;hindi;25;male;5;academic;usa;4;196;Dravidian;South-Central Dravidian;4;401
2764;telugu14;telugu14;tenali, india;telugu;hindi;19;female;17;academic;usa;2;196;Dravidian;South-Central Dravidian;4;401
2765;telugu15;telugu15;vishakhapatnam, andhra pradesh, india;telugu;none;22;female;5;academic;usa;0.3;196;Dravidian;South-Central Dravidian;4;401
2766;temne1;temne1;kono, sierra leone;temne;spanish french;21;male;10;academic;usa;9;197;not selected;not selected;0;0
2767;teochew1;teochew1;guangdong province\n, guangdong, china;teochew;mandarin cantonese malay;59;female;8;academic;england, malaysia;13;198;not selected;not selected;0;0
2768;tetundili1;tetun-dili1;baucau, timor-leste;tetun-dili;indonesian portuguese;37;female;25;academic;usa;13;199;not selected;not selected;0;0
2769;thai1;thai1;khon kaen, thailand;thai;none;25;female;10;academic;usa;1;200;Kra-Dai;Kam-Tai;8;801
2770;thai2;thai2;chiang mai, thailand;thai;none;20;male;10;academic;new zealand,usa;2;200;Kra-Dai;Kam-Tai;8;801
2771;thai3;thai3;bangkok, thailand;thai;none;22;male;4;academic;usa;0.25;200;Kra-Dai;Kam-Tai;8;801
2772;thai4;thai4;songkhla, thailand;thai;none;23;female;7;academic;usa;0.2;200;Kra-Dai;Kam-Tai;8;801
2773;thai5;thai5;bangkok, thailand;thai;german chinese;25;male;10;academic;;0;200;Kra-Dai;Kam-Tai;8;801
2774;thai6;thai6;sukhothai, thailand;thai;mandarin;27;male;11;academic;usa;1;200;Kra-Dai;Kam-Tai;8;801
2775;thai7;thai7;phrae, thailand;thai;french;26;female;10;academic;usa;2.8;200;Kra-Dai;Kam-Tai;8;801
2776;thai8;thai8;bangkok, thailand;thai;none;37;male;25;academic;usa;4;200;Kra-Dai;Kam-Tai;8;801
2777;thai9;thai9;bangkok, thailand;thai;none;18;female;6;academic;;0;200;Kra-Dai;Kam-Tai;8;801
2778;thai10;thai10;bangkok, thailand;thai;none;30;male;6;naturalistic;usa;15;200;Kra-Dai;Kam-Tai;8;801
2779;thai11;thai11;bang na, thailand;thai;mandarin;18;male;13;naturalistic;;0;200;Kra-Dai;Kam-Tai;8;801
2780;thai12;thai12;bangkok, thailand;thai;japanese;33;male;8;academic;india, singapore;0.5;200;Kra-Dai;Kam-Tai;8;801
2781;thai13;thai13;nakhon si thammarat, thailand;thai;chinese;69;female;7;academic;usa;41;200;Kra-Dai;Kam-Tai;8;801
2782;thai14;thai14;bangkok, thailand;thai;none;39;female;10;academic;usa;10;200;Kra-Dai;Kam-Tai;8;801
2783;thai15;thai15;bangkok, thailand;thai;none;19;female;7;academic;usa;1.5;200;Kra-Dai;Kam-Tai;8;801
2784;thai16;thai16;bangkok, thailand;thai;lao;21;male;11;academic;usa;5;200;Kra-Dai;Kam-Tai;8;801
2785;thai17;thai17;nonthaburi, thailand;thai;german;39;female;10;academic;;0;200;Kra-Dai;Kam-Tai;8;801
2786;thai18;thai18;chiangrai, thailand;thai;mandarin;25;female;7;academic;usa;0.8;200;Kra-Dai;Kam-Tai;8;801
2787;thai19;thai19;mae suai, chiang rai, thailand;thai;none;26;female;7;academic;usa;0.5;200;Kra-Dai;Kam-Tai;8;801
2788;thai20;thai20;chiang mai, thailand;thai;mandarin japanese arabic;25;female;7;academic;usa;1;200;Kra-Dai;Kam-Tai;8;801
2789;thai21;thai21;bangkok, thailand;thai;none;42;female;31;academic;;0;200;Kra-Dai;Kam-Tai;8;801
2790;thai22;thai22;surin, thailand;thai;lao;55;female;15;academic;usa;40;200;Kra-Dai;Kam-Tai;8;801
2791;thai23;thai23;phitsanulok, thailand;thai;none;38;female;7;academic;usa;14;200;Kra-Dai;Kam-Tai;8;801
2792;tibetan1;tibetan1;lhasa, tibet;tibetan;mandarin french;26;female;13;academic;usa;0.5;201;not selected;not selected;0;0
2793;tibetan2;tibetan2;khamba, tibet;tibetan;mandarin;41;female;35;academic;usa;0.1;201;not selected;not selected;0;0
2794;tibetan3;tibetan3;mysore, india;tibetan;hindi-urdu;20;female;7;academic;usa;0.7;201;not selected;not selected;0;0
2795;tibetan4;tibetan4;lhasa, tibet;tibetan;mandarin;65;male;13;academic;usa;25;201;not selected;not selected;0;0
2796;tibetan5;tibetan5;hezuo, gansu, china;tibetan;mandarin;20;male;12;academic;usa;1;201;not selected;not selected;0;0
2797;tigre1;tigre1;bati, amhara, ethiopia;tigre;none;21;female;3;naturalistic;usa;17;202;not selected;not selected;0;0
2798;tigrigna1;tigrigna1;adigrat, ethiopia;tigrigna;amharic;25;female;17;academic;usa;5;203;not selected;not selected;0;0
2799;tigrigna2;tigrigna2;asmara, eritrea;tigrigna;amharic oromo;23;female;20;academic;usa;3;203;not selected;not selected;0;0
2800;tigrigna3;tigrigna3;asmara, eritrea;tigrigna;amharic italian arabic;44;male;7;academic;usa;22;203;not selected;not selected;0;0
2801;tigrigna4;tigrigna4;asmara, eritrea;tigrigna;italian arabic amharic;52;female;14;academic;usa;30;203;not selected;not selected;0;0
