speaker_id;file_name;birth_place;native_langs;other_langs;age;sex;age_of_english_onset;english_learning_method;english_residence;years_of_english_residence
2417;marathi6;nagpur, maharashtra, india;marathi;hindi;25;male;5;academic;usa;0.1
2418;mandarin82;wuhai, china;mandarin;none;23;female;13;academic;usa;0.1
2419;mandarin83;zhengzhou, henan, china;mandarin;none;26;female;12;academic;usa;1
2420;mandarin84;zhengzhou, henan, china;mandarin;none;24;female;10;academic;usa;1
2421;mandarin85;changsha, hunan, china;mandarin;none;23;female;10;academic;usa;1
2422;telugu8;guntur, andhra pradesh, india;telugu;hindi;22;male;2;academic;usa;0.1
2423;mandarin86;shenyang, liaoning, china;mandarin;none;22;female;7;academic;usa;0.1
2424;wu2;shanghai, china;wu;mandarin;23;male;5;academic;usa;5
2425;arabic137;al-ayn, united arab emirates;arabic;none;20;male;7;academic;usa;0.7
2426;arabic138;riyadh, saudi arabia;arabic;none;25;male;12;academic;usa;0.2
2427;arabic139;khartoum, sudan;arabic;none;28;male;5;academic;usa;23
2428;english603;los angeles, california, usa;english;mandarin taiwanese;18;male;0;naturalistic;usa;18
2429;hungarian10;szeged, hungary;hungarian;italian;68;female;40;academic;usa;35
2430;finnish9;helsinki, finland;finnish;swedish;42;female;10;academic;usa;18.5
2431;tagalog21;manila, philippines;tagalog;none;40;female;7;academic;;0
2432;ewe3;edubiase, ghana;ewe;twi;33;male;5;academic;ghana, usa;33
2433;arabic140;taif, saudi arabia;arabic;none;26;female;6;academic;usa;2
2434;spanish191;bogota, colombia;spanish;none;38;female;12;academic;usa;2
2435;mandarin87;lanzhou, gansu, china;mandarin;none;22;female;7;academic;usa;1
2436;japanese29;nagoya, japan;japanese;none;21;female;15;academic;new zealand;1
2437;arabic141;cairo, egypt;arabic;spanish;35;male;12;academic;australia;12
2438;english604;brisbane, queensland, australia;english;japanese;21;female;0;naturalistic;australia;21
2439;english605;cairns, queensland, australia;english;french spanish japanese german;25;male;0;naturalistic;australia;21
2440;english606;southport, australia;english;japanese maori;19;female;0;naturalistic;australia;19
2441;english607;narrabri, new south wales, australia;english;spanish;25;female;0;naturalistic;australia;25
2442;english608;brisbane, queensland, australia;english;russian japanese;18;male;0;naturalistic;australia;18
2443;english609;narrandera, new south wales, australia;english;korean mandarin russian;20;female;0;naturalistic;australia;20
2444;english610;townsville, queensland, australia;english;japanese;20;female;0;naturalistic;australia;20
2445;english611;brisbane, queensland, australia;english;japanese;19;male;0;naturalistic;ausstralia;19
2446;kyrgyz2;bishkek, kyrgystan;kyrgyz;russian;18;female;13;academic;usa;0.1
2447;mandarin88;anqing, anhui, china;mandarin;japanese;23;male;8;academic;;0
2448;mandarin89;taiyuan, shanxi, china;mandarin;none;19;male;12;academic;usa;1
2449;tamil8;chennai, tamil nadu, india;tamil;telugu hindi;25;female;5;academic;usa;1
2450;kazakh4;kokshetau, kazakhstan;kazakh;russian dutch;38;female;37;academic;usa;0.3
2451;portuguese54;sao paulo, brazil;portuguese;none;19;male;12;academic;usa;1
2452;arabic142;almajmaah, saudi arabia;arabic;none;25;male;13;academic;canada, uk, usa;0.5
2453;tamil9;chennai, india;tamil;telugu hindi;28;female;4;academic;usa;3
2454;tamil10;chennai, india;tamil;hindi;24;male;5;academic;usa;0.2
2455;tamil11;pondicherry, india;tamil;none;23;female;5;academic;usa;0.2
2456;marathi7;bombay, india;marathi;hindi;24;female;3;naturalistic;usa;0.2
2457;korean76;chuncheon, gangwon-do, south korea;korean;japanese;31;female;7;academic;usa;7
2458;kannada9;bangalore, karnataka, india;kannada;hindi;23;male;3;academic;usa;0.1
2459;hindi29;chennai, tamil nadu, india;hindi;telugu kannada gujarati;24;male;3;academic;usa;0.5
2460;telugu9;vijayawada, andhra pradesh, india;telugu;hindi malayalam tamil kannada;24;male;7;academic;usa;0.2
2461;mandarin90;chengdu, sichuan, china;mandarin;none;27;male;8;academic;usa;0.8
2462;tamil12;chennai, tamil nadu, india;tamil;hindi;23;female;3;academic;usa;0.1
2463;mandarin91;tongcheng, anhui, china;mandarin;none;22;male;13;academic;;0
2464;french65;lome, togo;french;ewe;24;female;19;academic;usq;4
2465;telugu10;hyderabad, india;telugu;hindi;21;male;14;academic;usa;0.2
2466;spanish192;cordoba, argentina;spanish;french german;40;male;10;academic;uk;1
2467;spanish193;david, panama;spanish;none;75;female;5;academic;usa;54
2468;portuguese55;sao paulo, brazil;portuguese;spanish;25;female;15;academic;usa;4.5
2469;mandarin92;huai&#39;an, jiangsu, china;mandarin;none;23;female;10;academic;;0
2470;arabic143;medina, saudi arabia;arabic;none;20;female;12;academic;usa;1
2471;spanish194;cochabamba, bolivia;spanish;none;27;male;18;naturalistic;usa;9
2472;urdu23;gujranwala, punjab, pakistan;urdu;punjabi arabic;24;male;8;academic;usa;2.5
2473;french66;belfort, france;french;none;54;female;9;academic;uk, usa;25
2474;mandarin93;xi&#39;an, shanxi, china;mandarin;french;22;female;6;academic;usa;0.3
2475;spanish195;guatemala city, guatemala;spanish;none;55;female;15;academic;usa;27
2476;punjabi12;sialkot, punjab, pakistan;punjabi;urdu persian arabic;52;female;12;academic;usa;9
2477;mandarin94;baotou, inner mongolia, china;mandarin;none;23;male;8;academic;usa;0.3
2478;hindi30;ludhiana, india;hindi;urdu punjabi;37;female;5;academic;usa;2.5
2479;arabic144;laayoune, morocco;arabic;french;32;male;29;academic;usa;3
2480;korean77;seoul, south korea;korean;chinese;20;female;5;academic;usa;0.9
2481;cantonese29;hong kong, china;cantonese;none;20;male;6;academic;usa;16
2482;spanish196;san cristobal, dominican republic;spanish;none;60;female;26;naturalistic;usa;31
2483;mandarin95;yangxin, hubei, china;mandarin;arabic;29;female;11;academic;usa;2
2484;korean78;inchon, south korea;korean;none;32;female;12;academic;usa;17
2485;bosnian10;gornji vakuf, bosnia and herzegovina;bosnian;spanish;31;female;15;academic;usa;8
2486;lithuanian7;panevezys, lithuania;lithuanian;french russian;41;female;25;naturalistic;usa;13
2487;korean79;anseong, south korea;korean;none;53;female;16;academic;usa;36
2488;arabic145;riyadh, saudi arabia;arabic;none;22;female;9;academic;usa;5
2489;vietnamese25;ho chi minh city, vietnam;vietnamese;asl;23;male;9;naturalistic;usa;13
2490;korean80;seoul, south korea;korean;japanese spanish;42;female;13;academic;usa;19
2491;spanish197;madrid, spain;spanish;french;20;female;3;academic;usa;0.3
2492;japanese30;miyazaki, japan;japanese;none;19;male;12;academic;usa;0.3
2493;japanese31;saitama, japan;japanese;none;20;female;15;academic;usa;0.2
2494;mandarin96;qingdao, shandong, china;mandarin;none;27;female;9;academic;usa;5.4
2495;swiss german6;zurich, switzerland;swiss german;french spanish german;55;female;15;academic;usa;33
2496;spanish198;tejupilco, mexico;spanish;none;38;female;19;academic;usa;23
2497;french67;aix-en-provence, france;french;german italian farsi arabic;53;female;11;academic;usa;14
2498;gujarati15;rajkot, india;gujarati;hindi german;20;female;3;academic;usa;2
2499;bosnian11;kotorsko, bosnia and herzegovina;bosnian;serbian croatian russian;51;male;31;naturalisic;usa;20.5
2500;haitian creole french7;port-au-prince, haiti;haitian creole french;spanish;33;male;8;academic;usa;23
2501;portuguese56;sao jose do rio preto, brazil;portuguese;spanish;23;female;12;naturalistic;usa;9
2502;turkish38;balikesir, turkey;turkish;french;32;female;11;academic;usa;0.2
2503;portuguese57;lisbon, portugal;portuguese;spanish;22;female;11;academic;usa;11
2504;ndebele1;bulawyo, zimbabwe;ndebele;french;24;female;8;academic;usa;4
2505;korean81;jeonju, south korea;korean;burmese;44;male;12;academic;usa;10
2506;urdu24;islamabad, pakistan;urdu;arabic chinese punjabi pashto saraiki;22;male;3;academic;uk;10
2507;spanish199;san juan, puerto rico;spanish;portuguese french;18;male;2;academic;usa;0.3
2508;arabic146;amman, jordan;arabic;none;27;male;17;academic;usa;9
2509;farsi27;tehran, iran;farsi;german arabic french;41;male;20;academic;usa;6
2510;romanian22;tarnaveni, romania;romanian;italian spanish french;37;female;9;academic;usa;13
2511;wu3;shanghai, china;wu;mandarin spanish;19;female;7;academic;usa;4
2512;telugu11;hyderabad, india;telugu;hindi urdu spanish;26;male;6;academic;usa;4
2513;portuguese58;sao paulo, brazil;portuguese;spanish german french;21;male;5;academic;usa;3
2514;polish37;warsaw, poland;polish;none;26;male;4;academic;uk, australia;2
2515;korean82;pusan, south korea;korean;spanish;29;female;8;academic;usa;8.5
2516;korean83;pusan, south korea;korean;japanese;31;male;10;academic;usa;10
2517;korean84;inchon, south korea;korean;none;21;male;16;academic;new zealand;4
2518;korean85;seoul, south korea;korean;mandarin;20;female;14;academic;usa;5
2519;korean86;seoul, south korea;korean;mandarin;21;female;6;academic;singapore, usa;2.5
2520;korean87;seoul, south korea;korean;none;20;male;8;academic;usa;0.4
2521;spanish200;bogota, colombia;spanish;none;30;female;17;academic;usa;12
2522;romanian23;eforie nord, romania;romanian;none;22;male;5;naturalistic;;0
2523;mandarin97;jiujiang, jiangxi, china;mandarin;none;28;female;11;academic;hong kong;1.5
2524;mandarin98;nanchang, jiangxi, china;mandarin;none;25;female;11;academic;australia;1.5
2525;polish38;gdansk, poland;polish;german spanish;22;female;5;academic;;0
2526;tagalog22;quezon city, philippines;tagalog;none;21;female;3;naturalistic;philippines;21
2527;afrikaans6;capetown, south africa;afrikaans;german korean;29;male;5;naturalistic;south africa;23
2528;polish39;wolin, poland;polish;russian;54;male;15;academic;uk;1
2529;mandarin99;nanchang, jiangxi, china;mandarin;none;26;female;9;academic;uk;1
2530;mandarin100;wuhan, hubei, china;mandarin;none;25;female;13;academic;;0
2531;mandarin101;jiujiang, jiangxi, china;mandarin;japanese;23;female;10;academic;;0
2532;mandarin102;huanggang, hubei, china;mandarin;japanese;27;female;10;academic;;0
2533;english612;middlesbrough, england, uk;english;none;20;male;0;naturalistic;uk;20
2534;korean88;seoul, south korea;korean;none;24;female;9;academic;usa;4
2535;catalan5;barcelona, spain;catalan;spanish french;20;female;6;academic;usa;3
2536;french68;bordeaux, france;french;none;18;female;8;academic;;0
2537;french69;rennes, france;french;spanish;18;female;8;academic;;0
2538;mandarin103;le shan, sichuan, china;mandarin;french;27;female;12;academic;usa;1
2539;mandarin104;beijing, china;mandarin;none;29;female;7;academic;usa;2
2540;mandarin105;tongliao, inner mongolia, china;mandarin;cantonese korean;26;female;12;academic;usa;2
2541;thai18;chiangrai, thailand;thai;mandarin;25;female;7;academic;usa;0.8
2542;mandarin106;xi&#39;an, shanxi, china;mandarin;none;25;female;2;academic;usa;5
2543;uyghur5;turpan, xin jiang, china;uyghur;mandarin;26;male;13;academic;usa;3
2544;arabic147;baha, saudi arabia;arabic;none;56;female;16;academic;;0
2545;thai19;mae suai, chiang rai, thailand;thai;none;26;female;7;academic;usa;0.5
2546;russian53;st. petersburg, russia;russian;italian;32;female;7;academic;usa;4
2547;japanese32;tokyo, japan;japanese;none;27;male;18;academic;canada;4
2548;thai20;chiang mai, thailand;thai;mandarin japanese arabic;25;female;7;academic;usa;1
2549;jamaican creole english4;kingston, jamaica;jamaican creole english;none;37;male;3;naturalistic;jamaica, usa;37
2550;arabic148;taif, saudi arabia;arabic;none;18;female;12;academic;;0
2551;indonesian10;banda aceh, indonesia;indonesian;arabic aceh;25;female;12;academic;australia;0.8
2552;indonesian11;ambon, indonesia;indonesian;japanese malay;26;male;9;naturalistic;australia;1.2
2553;hiligaynon2;koronadal, philippines;hiligaynon;cebuano tagalog;26;female;5;academic;us, australia;1.3
2554;mandarin107;taiyuan, shanxi, china;mandarin;cantonese korean japanese;26;female;8;academic;australia;1
2555;japanese33;ako, japan;japanese;none;30;female;12;academic;australia;10
2556;cantonese30;guangzhou, china;cantonese;korean;25;female;6;academic;australia;1.5
2557;mandarin108;nanning, guangxi, china;mandarin;cantonese;26;female;14;academic;australia;5
2558;gujarati16;bombay, india;gujarati;hindi;20;female;3;academic;singapore;20
2559;mandarin109;xi&#39;an, shanxi, china;mandarin;french;23;female;4;academic;australia;0.5
2560;mandarin110;panjin, liaoning, china;mandarin;french german ancient greek latin;24;female;7;academic;australia;2
2561;indonesian12;kupang, indonesia;indonesian;hawu;28;male;9;naturalistic;australia;0.9
2562;mandarin111;beijing, china;mandarin;none;23;female;6;academic;australia;0.2
2563;javanese1;malang, east java, indonesisa;javanese;korean;29;male;7;academic;australia;1.6
2564;mandarin112;tianjin, china;mandarin;none;26;male;6;academic;usa;0.8
2565;cantonese31;guangzhou, guangdong, china;cantonese;none;21;male;6;academic;usa;1
2566;mandarin113;hohhot, inner mongolia, china;mandarin;none;29;male;10;academic;usa;0.8
2567;japanese34;komaki, japan;japanese;none;19;male;10;academic;usa;0.7
2568;somali7;abu dhabi, united arab emirates;somali;arabic urdu;37;female;3;academic;usa;6
2569;vietnamese26;hanoi, vietnam;vietnamese;none;19;male;8;academic;usa;0.8
2570;english613;melbourne, australia;english;arabic;24;male;0;naturalistic;australia;24
2571;tamil13;coimbatore, tamil nadu, india;tamil;telugu hindi;28;female;3;academic;usa;2
2572;kyrgyz3;bishkek, kyrgystan;kyrgyz;russian turkish kazakh;29;female;6;academic;usa;0.5
2573;portuguese59;sao paulo, brazil;portuguese;none;43;male;16;naturalistic;usa;5
2574;german37;hamburg, germany;german;french danish;19;female;8;academic;;0
2575;kiswahili11;mombasa, kenya;kiswahili;none;58;male;7;academic;usa;28
2576;korean89;seoul, south korea;korean;none;18;male;5;academic;usa;2
2577;tagalog23;sibutu, philippines;tagalog;malay;36;female;7;academic;malaysia;2
2578;malayalam6;kasaragod, kerala, india;malayalam;hindi kannada urdu;27;male;10;naturalistic;;0
2579;malayalam7;bangalore, kerala, india;malayalam;hindi arabic;25;male;11;academic;;0
2580;hausa10;kaduna, nigeria;hausa;fulani yoruba igbo;29;female;3;academic;;0
2581;tagalog24;batangos, philippines;tagalog;none;51;male;7;academic;usa;4
2582;kamba1;nakuru, kenya;kamba;kiswahili kikuyu;43;female;6;academic;usa;17
2583;amharic23;addis ababa, ethiopia;amharic;none;32;male;10;academic;usa;3
2584;arabic149;riyadh, saudi arabia;arabic;none;26;female;12;academic;usa;0.5
2585;kikuyu5;nairobi, kenya;kikuyu;swahili;20;male;4;naturalistic;kenya, canada, usa;20
2586;spanish201;mexico city, mexico;spanish;none;25;male;18;naturalistic;usa;5.7
2587;marathi8;bombay, india;marathi;hindi;53;female;10;academic;usa;30
2588;spanish202;mexico city, mexico;spanish;none;48;female;17;naturalistic;usa;31
2589;farsi28;khoramshahr, khuzestan, iran;farsi;none;50;female;31;academic;usa;20
2590;spanish203;usulutan, el salvador;spanish;none;32;female;11;academic;usa;23
2591;german38;kaiserslautern, germany;german;french;50;female;5;naturalistic;usa;34
2592;arabic150;riyadh, saudi arabia;arabic;none;25;female;12;academic;usa;2
2593;russian54;novosibirsk, russia;russian;none;19;female;5;naturalistic;usa;17
2594;portuguese60;sao paulo, brazil;portuguese;none;22;female;12;academic;usa;10
2595;luo3;mombasa, kenya;luo;swahili;47;female;5;academic;ireland, usa;12
2596;vietnamese27;ho chi minh city, vietnam;vietnamese;none;59;female;27;academic;usa;34
2597;farsi29;ahvaz, iran;farsi;none;25;female;10;academic;usa;6
2598;arabic151;riyadh, saudi arabia;arabic;french;25;female;5;academic;usa;3
2599;mandarin114;beijing, china;mandarin;none;19;female;13;academic;usa;6
2600;italian36;naples, italy;italian;none;61;female;13;naturalistic;usa;48
2601;telugu12;edison, new jersey, usa;telugu;hindi;18;female;3;naturalistic;usa;18
2602;spanish204;almeria, spain;spanish;french;21;male;8;academic;usa;0.8
2603;telugu13;hyderabad, india;telugu;hindi;25;male;5;academic;usa;4
2604;twi8;accra, ghana;twi;french ewe;19;female;10;naturalistic;usa;4
2605;korean90;seoul, south korea;korean;japanese french;35;female;12;academic;usa;6.8
2606;english614;pensacola, florida, usa;english;none;93;female;0;naturalistic;usa;93
2607;arabic152;riyadh, saudi arabia;arabic;none;28;female;7;naturalistic;usa;10
2608;serbian19;bijelijina, bosnia and herzegovina;serbian;german;38;female;9;academic;usa;13
2609;hindi31;rajkot, gujarat, india;hindi;gujarati;36;female;5;academic;usa;13
2610;hungarian11;tolcsva, borsod, hungary;hungarian;none;58;female;14;academic;usa, uk;2
2611;marathi9;bombay, maharashtra, india;marathi;hindi;27;female;8;academic;usa;3
2612;urdu25;hyderabad, india;urdu;hindi;31;female;3;academic;usa;2
2613;english615;dublin, ireland;english;french danish;20;male;0;naturalistic;ireland;20
2614;spanish205;cerete, colombia;spanish;french;29;male;7;academic;canada;0.3
2615;spanish206;santiago, chile;spanish;none;21;female;4;academic;usa, uk;0.4
2616;bulgarian19;varna, bulgaria;bulgarian;none;34;female;10;academic;usa;12
2617;russian55;poltava, ukraine;russian;ukrainian;33;female;9;naturalistic;;0
2618;turkmen2;turkmenabat, turkmenistan;turkmen;uzbek russian;29;female;9;academic;usa;1
2619;english616;fort wayne, indiana, usa;english;german;23;male;0;naturalistic;usa;23
2620;russian56;moscow, russia;russian;french polish;60;female;25;naturalistic;usa;0.1
2621;russian57;moscow, russia;russian;german arabic;40;male;17;academic;;0
2622;russian58;moscow, russia;russian;spanish;45;male;12;naturalistic;;0
2623;russian59;moscow, russia;russian;czech slovak;63;female;15;academic;;0
2624;russian60;moscow, russia;russian;german;30;male;7;academic;;0
2625;russian61;belgorod, russia;russian;none;24;female;7;academic;;0
2626;russian62;moscow, russia;russian;none;23;female;7;academic;;0
2627;russian63;moscow, russia;russian;ukrainian;45;male;7;academic;;0
2628;russian64;moscow, russia;russian;spanish;20;female;12;academic;;0
2629;russian65;kiev, ukraine;russian;ukrainian;21;male;6;academic;usa;2.2
2630;english617;kingston, jamaica;english;none;34;female;0;naturalistic;jamaica;34
2631;russian66;kandalaksha, murmanskaya, russia;russian;none;23;female;19;naturalistic;;0
2632;russian67;kirov, kirovskaya, russia;russian;none;31;male;10;academic;malta;0.1
2633;russian68;moscow, russia;russian;none;30;male;9;academic;;0
2634;russian69;moscow, russia;russian;spanish;22;female;5;academic;uk;0.1
2635;russian70;moscow, russia;russian;french;30;male;10;academic;uk;0.1
2636;russian71;moscow, russia;russian;french;33;male;6;academic;uk, usa;0.2
2637;yupik2;nome, alaska, usa;yupik;russian;40;male;6;academic;usa;40
2638;yupik3;nome, alaska, usa;yupik;none;42;female;6;naturalistic;usa;42
2639;russian72;moscow, russia;russian;none;21;female;7;academic;;0
2640;ossetic1;vladikavkaz, russia;ossetic;russian;30;female;10;academic;;0
2641;russian73;moscow, russia;russian;none;29;female;7;academic;usa;0.1
2642;russian74;st. petersburg, russia;russian;none;31;female;9;academic;;0
2643;farsi30;baghdad, iraq;farsi;arabic russian uzbek;18;male;7;academic;;0
2644;russian75;savasleyka, russia;russian;german;20;female;10;academic;;0
2645;estonian5;tallinn, estonia;estonian;russian;19;female;9;academic;;0
2646;italian37;rome, italy;italian;none;24;male;6;academic;uk;0.1
2647;voro1;voru, estonia;voro;estonian russian;40;female;9;academic;;0
2648;estonian6;viljandi, estonia;estonian;german;32;female;9;academic;;0
2649;estonian7;tartu, estonia;estonian;none;27;female;9;academic;;0
2650;estonian8;parnu, estonia;estonian;russian;37;female;13;academic;usa, uk;0.4
2651;estonian9;tartu, estonia;estonian;russian;43;female;9;academic;;0
2652;estonian10;parnu, estonia;estonian;russian german;43;male;9;academic;usa;0.1
2653;estonian11;tallinn, estonia;estonian;russian spanish;21;female;11;academic;;0
2654;estonian12;polva, estonia;estonian;voro;25;female;9;academic;;0
2655;estonian13;tallinn, estonia;estonian;finnish german latvian hungarian;32;female;9;academic;usa;0.1
2656;finnish10;tampere, finland;finnish;estonian swedish;46;male;9;academic;usa, australia;0.3
2657;estonian14;tartu, estonia;estonian;german;25;male;9;academic;;0
2658;swiss german7;bern, switzerland;swiss german;none;25;female;8;academic;canada, usa, uk;1.2
2659;russian76;krasnoyarsk, russia;russian;none;21;female;16;academic;;0
2660;voro2;rapla, estonia;voro;estonian russian;53;female;12;academic;uk;0.1
2661;estonian15;tallinn, estonia;estonian;russian german;26;female;9;naturalistic;usa;1
2662;voro3;tallinn, estonia;voro;estonian russian spanish;46;female;18;academic;uk;0.1
2663;;;;none;,;;;;years
2664;estonian16;viljandi, estonia;estonian;russian;58;female;12;academic;uk;0.1
2665;estonian17;kohtla-jarve, estonia;estonian;russian mandarin;44;female;20;academic;uk, usa;0.2
2666;finnish11;imatra, finland;finnish;swedish russian;36;female;19;academic;uk;0.1
2667;finnish12;espoo, finland;finnish;swedish french italian german;43;female;13;academic;uk;0.1
2668;finnish13;helsinki, finland;finnish;swedish;29;female;9;academic;uk;0.1
2669;finnish14;helsinki, finland;finnish;swedish;30;female;14;academic;canada, uk;4
2670;swedish21;joensuu, finland;swedish;finnish estonian french;61;male;10;academic;usa, uk;0.4
2671;swedish22;helsinki, finland;swedish;finnish;33;male;5;naturalistic;uk;0.1
2672;finnish15;espoo, finland;finnish;none;51;female;5;naturalistic;australia, usa, uk;1.2
2673;bosnian12;zenica, bosnia and herzegovina;bosnian;french;27;male;5;academic;;0
2674;english618;fullerton, california, usa;english;swedish spanish french hebrew;58;male;0;naturalistic;usa;36
2675;mandarin115;urumqi, xinjiang, china;mandarin;latin;19;male;5;academic;;0
2676;arabic153;kuwait city, kuwait;arabic;none;20;male;5;academic;usa, uk;3.1
2677;mandarin116;baotou, inner mongolia, china;mandarin;mongolian french;24;male;9;academic;usa;1
2678;mandarin117;changchun, jilin, china;mandarin;none;25;male;9;academic;usa;6
2679;mandarin118;xi&#39;an, shanxi, china;mandarin;none;24;female;9;academic;usa;1
2680;tibetan5;hezuo, gansu, china;tibetan;mandarin;20;male;12;academic;usa;1
2681;dari6;kabul, afghanistan;dari;none;28;female;12;academic;usa;1
2682;farsi31;tehran, iran;farsi;none;28;female;27;academic;usa;1
2683;thai21;bangkok, thailand;thai;none;42;female;31;academic;;0
2684;spanish207;ica, peru;spanish;none;39;female;12;academic;usa;0.3
2685;korean91;seoul, south korea;korean;japanese;43;female;14;academic;usa;7
2686;taiwanese10;taipei, taiwan;taiwanese;mandarin;27;male;5;academic;usa;5
2687;taiwanese11;taipei, taiwan;taiwanese;mandarin;23;male;4;academic;usa;0.1
2688;sinhala8;wattala, sri lanka;sinhala;hindi;28;female;12;academic;usa;6.5
2689;sinhala9;wattala, sri lanka;sinhala;none;39;male;5;academic;usa;14.8
2690;albanian12;tirana, albania;albanian;italian;51;male;14;naturalistic;usa;27
2691;bulgarian20;kyustendil, bulgaria;bulgarian;russian french;47;female;16;naturalistic;usa;20
2692;spanish208;santo domingo, dominican republic;spanish;none;49;male;13;academic;usa;30
2693;arabic154;baha, saudi arabia;arabic;none;64;male;12;academic;usa;3.5
2694;masbatenyo1;osun, masbate, philippines;masbatenyo;none;53;female;12;naturalistic;usa;20
2695;khmer8;phnom penh, cambodia;khmer;none;22;male;5;naturalistic;usa;17
2696;shona3;chinhoyi, zimbabwe;shona;none;30;male;6;academic;usa;1
2697;somali8;mogadishu, somalia;somali;none;34;female;16;academic;usa;18
2698;yiddish6;montreal, quebec, canada;yiddish;hebrew;64;male;3;naturalistic;canada, usa;64
2699;mandarin119;changchun, jilin, china;mandarin;none;24;female;7;academic;usa;1
2700;mandarin120;chengde, hebei, china;mandarin;none;24;male;10;academic;usa;0.1
2701;macedonian27;skopje, macedonia;macedonian;swedish serbian bulgarian slovenian spanish;61;male;8;naturalistic;;0
2702;wu4;nantong, jiangsu, china;wu;mandarin;28;female;7;academic;usa;1
2703;hindi32;new delhi, india;hindi;none;27;female;9;academic;usa;1
2704;cantonese32;fuzhou, fujian, china;cantonese;mandarin;26;female;7;academic;usa;2
2705;spanish209;lima, peru;spanish;asl;35;female;12;naturalistic;usa;16
2706;cantonese33;hong kong, china;cantonese;mandarin;25;female;7;academic;usa;2
2707;xiang5;xiangtan, hunan, china;xiang;mandarin japanese;25;male;9;academic;usa;1
2708;mandarin121;huangshan, anhui, china;mandarin;none;30;female;13;academic;usa;5
2709;xiang6;changsha, hunan, china;xiang;mandarin;28;female;6;academic;usa;2
2710;cantonese34;hong kong, china;cantonese;mandarin;19;male;6;academic;usa;2
2711;mandarin122;xi&#39;an, shanxi, china;mandarin;none;26;male;6;academic;usa;1
2712;min nan1;dongguan, guangdong, china;min nan;mandarin;25;male;6;academic;usa;2
2713;wu5;nantong, jiangsu, china;wu;mandarin;20;male;8;academic;usa;1
2714;mandarin123;chengdu, sichuan, china;mandarin;none;21;male;6;academic;usa;1
2715;italian38;milan, italy;italian;none;26;male;8;academic;usa;1
2716;mandarin124;chongqing, china;mandarin;none;33;female;13;academic;usa;3.2
2717;russian77;novokuznetsk, russia;russian;french;36;female;24;academic;usa;5
2718;portuguese61;piraciciaba, brazil;portuguese;spanish;29;female;12;academic;usa;6
2719;mandarin125;changchun, jilin, china;mandarin;none;24;female;6;academic;usa;1
2720;arabic155;buraydah, saudi arabia;arabic;none;28;male;15;academic;usa, canada;1.5
2721;portuguese62;sao paulo, sao paulo, brazil;portuguese;spanish;29;female;7;academic;usa;3
2722;russian78;rostov na donu, russia;russian;ukrainian spanish;38;female;18;academic;usa;20
2723;japanese35;tokyo, japan;japanese;none;21;female;12;academic;usa;0.2
2724;english619;jackson, tennessee, usa;english;none;21;male;0;naturalistic;usa;21
2725;french70;harare, zimbabwe;french;swahili lingala;19;female;13;academic;usa;1
2726;mandarin126;yulin, shanxi, china;mandarin;italian;24;male;8;academic;usa;2
2727;wu6;shaoxing, zhejiang, china;wu;mandarin;21;male;10;academic;usa;0.3
2728;tagalog25;cavite city, philippines;tagalog;none;21;male;6;naturalistic;usa;5.3
2729;spanish210;cordoba, argentina;spanish;none;20;female;8;naturalistic;puerto rico, usa;18
2730;arabic156;cairo, egypt;arabic;none;18;female;6;academic;usa;3.5
2731;turkish39;ankara, turkey;turkish;none;27;male;12;academic;usa;3
2732;lithuanian8;kaunas, lithuania;lithuanian;russian;40;male;13;academic;usa;18
2733;ukrainian12;kiev, ukraine;ukrainian;russian;19;female;6;academic;uk;1.5
2734;arabic157;sanaa, yemen;arabic;none;38;female;6;academic;usa;2
2735;english620;glasgow, scotland, uk;english;none;55;male;0;naturalistic;uk, usa;55
2736;khmer9;phnom penh, cambodia;khmer;none;20;male;10;academic;usa;10
2737;korean92;seoul, south korea;korean;none;19;female;6;naturalistic;mariana island, usa;12
2738;tumbuka1;mzimba, malawi;tumbuka;chichewa;54;female;7;academic;usa;4
2739;russian79;krasnodar, russia;russian;ukrainian;49;female;24;academic;usa;21
2740;french71;kinshasa, democratic republic of congo;french;none;18;female;9;academic;usa;8
2741;arabic158;jakarta, indonesia;arabic;indonesian;22;male;8;academic;usa;5
2742;arabic159;medina, saudi arabia;arabic;none;19;male;14;naturalistic;usa;1
2743;arabic160;amman, jordan;arabic;french;26;female;3;academic;usa;5
2744;amharic24;addis ababa, ethiopia;amharic;arabic spanish;19;male;11;naturalistic;usa;8
2745;greek16;paros, greece;greek;german spanish turkish;61;male;7;academic;usa;18
2746;greek17;mantoudi, greece;greek;romanian spanish;55;female;9;academic;usa;2
2747;igbo4;onitsha, nigeria;igbo;spanish;22;male;6;naturalistic;usa;17
2748;mandarin127;shenyang, liaoning, china;mandarin;cantonese dutch;25;male;15;academic;usa;3.3
2749;arabic161;minya, egypt;arabic;german french;38;female;12;academic;usa;10
2750;arabic162;buraydah, saudi arabia;arabic;none;50;male;12;academic;usa;8
2751;indonesian13;jakarta, indonesia;indonesian;spanish german;48;female;10;academic;singapore, usa;12
2752;arabic163;bouznika, morocco;arabic;french;27;female;14;academic;usa;3
2753;german39;clausthal-zellerfeld, germany;german;none;18;male;5;academic;usa;2
2754;french72;douala, cameroon;french;none;26;female;25;academic;usa;0.4
2755;hungarian12;szeged, hungary;hungarian;spanish;22;female;10;academic;;0
2756;farsi32;mashhad, iran;farsi;none;27;male;14;academic;usa;3
