,speaker_id,file_name,sample_name,birth_place,native_langs,other_langs,age,sex,age_of_english_onset,english_learning_method,english_residence,years_of_english_residence,class_labels,primary_lang_group,secondary_lang_group,primary_lang_group_id,secondary_lang_group_id
2414,329,spanish15,spanish15,"san juan, puerto rico",spanish,portuguese,54.0,male,4.0,academic,usa,21.0,183,Indo-European,Italic,5,506
2415,330,spanish16,spanish16,"buenos aires, argentina",spanish,french german,44.0,male,25.0,naturalistic,usa,19.0,183,Indo-European,Italic,5,506
2416,331,spanish17,spanish17,"puebla, mexico",spanish,none,22.0,female,9.0,academic,usa,10.0,183,Indo-European,Italic,5,506
2417,332,spanish18,spanish18,"la paz, bolivia",spanish,none,22.0,male,17.0,academic,usa,2.0,183,Indo-European,Italic,5,506
2418,333,spanish19,spanish19,"havana, cuba",spanish,none,25.0,female,17.0,academic,usa,5.0,183,Indo-European,Italic,5,506
2419,334,spanish2,spanish2,"puerto la cruz, venezuela",spanish,german,20.0,male,12.0,academic,usa,0.5,183,Indo-European,Italic,5,506
2420,335,spanish20,spanish20,"managua, nicaragua",spanish,none,45.0,male,30.0,academic,usa,18.0,183,Indo-European,Italic,5,506
2421,336,spanish21,spanish21,"santiago, chile",spanish,none,25.0,male,18.0,naturalistic,,0.0,183,Indo-European,Italic,5,506
2422,337,spanish22,spanish22,"madrid, spain",spanish,german,32.0,female,11.0,academic,usa,0.8,183,Indo-European,Italic,5,506
2423,338,spanish23,spanish23,"santiago, chile",spanish,swedish italian,22.0,male,7.0,academic,usa,0.1,183,Indo-European,Italic,5,506
2424,339,spanish24,spanish24,"mexico city, mexico",spanish,french,27.0,male,5.0,academic,usa,1.8,183,Indo-European,Italic,5,506
2425,340,spanish25,spanish25,"san jose, costa rica",spanish,italian french,26.0,male,21.0,academic,usa,5.0,183,Indo-European,Italic,5,506
2426,341,spanish26,spanish26,"burgos, spain",spanish,french german swedish esperanto,18.0,male,6.0,academic,,0.0,183,Indo-European,Italic,5,506
2427,342,spanish27,spanish27,"zaragoza, spain",spanish,none,34.0,male,14.0,academic,ireland,0.1,183,Indo-European,Italic,5,506
2428,343,spanish28,spanish28,"san miguel, el salvador",spanish,none,20.0,female,18.0,academic,usa,2.0,183,Indo-European,Italic,5,506
2429,344,spanish3,spanish3,"bogota, colombia",spanish,none,17.0,female,16.0,academic,usa,0.1,183,Indo-European,Italic,5,506
2430,345,spanish4,spanish4,"cabanas, el salvador",spanish,none,21.0,female,17.0,academic,usa,4.0,183,Indo-European,Italic,5,506
2431,346,spanish5,spanish5,"bogota, colombia",spanish,french german,52.0,female,13.0,naturalistic,usa,17.0,183,Indo-European,Italic,5,506
2432,347,spanish6,spanish6,"lima, peru",spanish,none,20.0,male,19.0,academic,usa,1.0,183,Indo-European,Italic,5,506
2433,348,spanish7,spanish7,"bogota, colombia",spanish,arabic french german swedish esperanto,21.0,female,20.0,academic,usa,0.4,183,Indo-European,Italic,5,506
2434,349,spanish8,spanish8,"san salvador, el salvador",spanish,none,21.0,male,12.0,academic,usa,0.5,183,Indo-European,Italic,5,506
2435,350,spanish9,spanish9,"araure, venezuela",spanish,none,20.0,male,17.0,academic,"usa,trinidad",0.4,183,Indo-European,Italic,5,506
2436,410,spanish29,spanish29,"maracaibo, zulia, venezuela",spanish,french,18.0,male,10.0,academic,canada,0.5,183,Indo-European,Italic,5,506
2437,441,spanish30,spanish30,"buenos aires, argentina",spanish,french portuguese italian,18.0,male,5.0,academic,,0.0,183,Indo-European,Italic,5,506
2438,449,spanish31,spanish31,"guayaquil, ecuador",spanish,none,31.0,female,7.0,academic,usa,7.0,183,Indo-European,Italic,5,506
2439,450,spanish32,spanish32,"santa cruz, bolivia",spanish,portuguese,26.0,male,22.0,academic,usa,4.0,183,Indo-European,Italic,5,506
2440,467,spanish33,spanish33,"caracas, venezuela",spanish,none,18.0,male,15.0,academic,usa,3.0,183,Indo-European,Italic,5,506
2441,476,spanish34,spanish34,"cartagena, spain",spanish,german,28.0,male,11.0,academic,uk,0.75,183,Indo-European,Italic,5,506
2442,479,spanish35,spanish35,"mexico city, mexico",spanish,italian,28.0,male,17.0,academic,usa,4.25,183,Indo-European,Italic,5,506
2443,499,spanish36,spanish36,"montevideo, uruguay",spanish,none,27.0,male,25.0,academic,,0.0,183,Indo-European,Italic,5,506
2444,575,spanish37,spanish37,"tegucigalpa, honduras",spanish,russian,50.0,female,17.0,academic,usa,13.0,183,Indo-European,Italic,5,506
2445,576,spanish38,spanish38,"tegucigalpa, honduras",spanish,portuguese,53.0,male,13.0,academic,usa,15.0,183,Indo-European,Italic,5,506
2446,614,spanish39,spanish39,"pamplona, spain",spanish,none,20.0,male,3.0,academic,,0.0,183,Indo-European,Italic,5,506
2447,644,spanish40,spanish40,"cartago, costa rica",spanish,italian,20.0,male,6.0,academic,,0.0,183,Indo-European,Italic,5,506
2448,706,spanish41,spanish41,"bonao, dominican republic",spanish,none,25.0,male,6.0,naturalistic,usa,23.0,183,Indo-European,Italic,5,506
2449,712,spanish42,spanish42,"bogota, colombia",spanish,none,80.0,female,18.0,academic,usa,20.0,183,Indo-European,Italic,5,506
2450,714,spanish43,spanish43,"santiago-dr, dominican republic",spanish,none,43.0,male,16.0,academic,usa,22.0,183,Indo-European,Italic,5,506
2451,715,spanish45,spanish45,"santiago-dr, dominican republic",spanish,none,47.0,female,12.0,academic,usa,2.0,183,Indo-European,Italic,5,506
2452,716,spanish44,spanish44,"la romana, dominican republic",spanish,none,37.0,female,4.0,academic,usa,11.5,183,Indo-European,Italic,5,506
2453,717,spanish46,spanish46,"santo domingo, dominican republic",spanish,french,33.0,male,14.0,academic,usa,10.0,183,Indo-European,Italic,5,506
2454,718,spanish47,spanish47,"santo domingo, dominican republic",spanish,french,25.0,female,12.0,academic,usa,2.5,183,Indo-European,Italic,5,506
2455,731,spanish48,spanish48,"bilbao, spain",spanish,none,21.0,male,6.0,academic,,0.0,183,Indo-European,Italic,5,506
2456,732,spanish49,spanish49,"tandil, argentina",spanish,japanese,31.0,male,6.0,academic,,0.0,183,Indo-European,Italic,5,506
2457,752,spanish50,spanish50,"santo domingo, dominican republic",spanish,none,27.0,male,15.0,academic,usa,0.25,183,Indo-European,Italic,5,506
2458,753,spanish51,spanish51,"caguas, puerto rico",spanish,none,20.0,male,6.0,academic,usa,20.0,183,Indo-European,Italic,5,506
2459,777,spanish52,spanish52,"popayan, cauca, colombia",spanish,french italian,29.0,female,21.0,academic,usa,3.0,183,Indo-European,Italic,5,506
2460,797,spanish53,spanish53,"bogota, colombia",spanish,portuguese,33.0,male,6.0,academic,usa,1.2,183,Indo-European,Italic,5,506
2461,800,spanish54,spanish54,"vina del mar, chile",spanish,none,25.0,male,18.0,academic,usa,1.0,183,Indo-European,Italic,5,506
2462,810,spanish55,spanish55,"tandil, argentina",spanish,none,36.0,male,9.0,academic,usa,3.2,183,Indo-European,Italic,5,506
2463,838,spanish56,spanish56,"monterrey, mexico",spanish,german french chinese,22.0,male,8.0,academic,,0.0,183,Indo-European,Italic,5,506
2464,886,spanish57,spanish57,"montevideo, uruguay",spanish,italian,33.0,male,11.0,academic,"ireland, usa",6.0,183,Indo-European,Italic,5,506
2465,906,spanish58,spanish58,"bogota, colombia",spanish,none,31.0,male,18.0,academic,usa,2.0,183,Indo-European,Italic,5,506
2466,908,spanish59,spanish59,"mayaguez, puerto rico",spanish,none,31.0,female,5.0,naturalistic,usa,26.0,183,Indo-European,Italic,5,506
2467,915,spanish60,spanish60,"santiago-dr, dominican republic",spanish,french,18.0,female,9.0,naturalistic,usa,10.0,183,Indo-European,Italic,5,506
2468,924,spanish61,spanish61,"azuaga, spain",spanish,french,67.0,male,39.0,naturalistic,usa,30.0,183,Indo-European,Italic,5,506
2469,925,spanish62,spanish62,"buenos aires, argentina",spanish,italian french portuguese,63.0,female,19.0,academic,usa,41.0,183,Indo-European,Italic,5,506
2470,959,spanish63,spanish63,"la coruna, spain",spanish,catalan italian german,32.0,female,10.0,academic,"uk, usa",4.0,183,Indo-European,Italic,5,506
2471,962,spanish64,spanish64,"medellin, colombia",spanish,none,28.0,male,12.0,academic,,0.0,183,Indo-European,Italic,5,506
2472,1069,spanish65,spanish65,"barranquilla, colombia",spanish,none,32.0,male,12.0,naturalistic,usa,20.0,183,Indo-European,Italic,5,506
2473,1077,spanish66,spanish66,"san salvador, el salvador",spanish,none,30.0,male,12.0,naturalistic,canada,18.0,183,Indo-European,Italic,5,506
2474,1111,spanish67,spanish67,"santa marta, colombia",spanish,french,48.0,female,14.0,academic,usa,4.0,183,Indo-European,Italic,5,506
2475,1227,spanish68,spanish68,"san fernando, chile",spanish,german,27.0,male,14.0,academic,australia,0.8,183,Indo-European,Italic,5,506
2476,1229,spanish69,spanish69,"caracas, venezuela",spanish,french,20.0,female,7.0,naturalistic,usa,10.0,183,Indo-European,Italic,5,506
2477,1230,spanish70,spanish70,"bogota, colombia",spanish,french,30.0,female,10.0,academic,usa,1.5,183,Indo-European,Italic,5,506
2478,1231,spanish71,spanish71,"rosario, argentina",spanish,swedish italian,24.0,male,6.0,academic,,0.0,183,Indo-European,Italic,5,506
2479,1238,spanish72,spanish72,"miami, florida, usa",spanish,none,20.0,female,5.0,naturalistic,usa,20.0,183,Indo-European,Italic,5,506
2480,1240,spanish73,spanish73,"merida, venezuela",spanish,none,19.0,male,15.0,academic,uk,0.1,183,Indo-European,Italic,5,506
2481,1249,spanish74,spanish74,"zaragoza, spain",spanish,none,44.0,male,14.0,academic,,0.0,183,Indo-European,Italic,5,506
2482,1273,spanish75,spanish75,"lima, peru",spanish,french dutch,28.0,female,5.0,academic,usa,8.0,183,Indo-European,Italic,5,506
2483,1290,spanish76,spanish76,"la paz, bolivia",spanish,french italian,27.0,male,10.0,academic,uk,4.0,183,Indo-European,Italic,5,506
2484,1301,spanish77,spanish77,"jalisco, mexico",spanish,none,45.0,male,13.0,academic,usa,2.0,183,Indo-European,Italic,5,506
2485,1338,spanish78,spanish78,"lima, peru",spanish,french,55.0,female,5.0,academic,usa,16.0,183,Indo-European,Italic,5,506
2486,1344,spanish79,spanish79,"lamas, peru",spanish,none,70.0,female,22.0,academic,usa,41.0,183,Indo-European,Italic,5,506
2487,1346,spanish80,spanish80,"bogota, colombia",spanish,none,77.0,female,75.0,naturalistic,usa,12.0,183,Indo-European,Italic,5,506
2488,1347,spanish81,spanish81,"san juan, puerto rico",spanish,none,63.0,female,7.0,academic,usa,2.5,183,Indo-European,Italic,5,506
2489,1396,spanish82,spanish82,"la paz, bolivia",spanish,none,49.0,male,14.0,academic,usa,12.0,183,Indo-European,Italic,5,506
2490,1397,spanish83,spanish83,"la paz, bolivia",spanish,italian,48.0,male,14.0,academic,usa,1.4,183,Indo-European,Italic,5,506
2491,1398,spanish84,spanish84,"buenos aires, argentina",spanish,none,19.0,female,4.0,academic,usa,0.2,183,Indo-European,Italic,5,506
2492,1399,spanish85,spanish85,"buenos aires, argentina",spanish,french,44.0,female,6.0,academic,,0.0,183,Indo-European,Italic,5,506
2493,1400,spanish86,spanish86,"buenos aires, argentina",spanish,french,23.0,male,4.0,academic,,0.0,183,Indo-European,Italic,5,506
2494,1401,spanish87,spanish87,"la paz, bolivia",spanish,none,55.0,male,9.0,academic,"usa, ireland",2.2,183,Indo-European,Italic,5,506
2495,1402,spanish88,spanish88,"la paz, bolivia",spanish,none,53.0,male,25.0,naturalistic,usa,29.0,183,Indo-European,Italic,5,506
2496,1425,spanish89,spanish89,"monterrey, mexico",spanish,none,22.0,male,13.0,academic,usa,9.0,183,Indo-European,Italic,5,506
2497,1431,spanish90,spanish90,"caracas, venezuela",spanish,italian,23.0,female,3.0,naturalistic,usa,2.0,183,Indo-European,Italic,5,506
2498,1433,spanish91,spanish91,"caracas, venezuela",spanish,french,20.0,female,7.0,naturalistic,usa,10.0,183,Indo-European,Italic,5,506
2499,1435,spanish92,spanish92,"cardenas, cuba",spanish,none,54.0,male,9.0,naturalistic,usa,45.0,183,Indo-European,Italic,5,506
2500,1436,spanish93,spanish93,"santa rosa, honduras",spanish,none,29.0,female,18.0,naturalistic,usa,11.0,183,Indo-European,Italic,5,506
2501,1439,spanish94,spanish94,"bogota, colombia",spanish,none,19.0,male,6.0,academic,usa,11.0,183,Indo-European,Italic,5,506
2502,1444,spanish95,spanish95,"juarez, mexico",spanish,none,31.0,female,21.0,naturalistic,usa,10.0,183,Indo-European,Italic,5,506
2503,1449,spanish96,spanish96,"arequipa, peru",spanish,portuguese french italian quechua,29.0,female,12.0,academic,usa,4.25,183,Indo-European,Italic,5,506
2504,1450,spanish97,spanish97,"bogota, colombia",spanish,german,52.0,female,19.0,academic,usa,17.5,183,Indo-European,Italic,5,506
2505,1451,spanish98,spanish98,"veracruz, mexico",spanish,none,34.0,male,29.0,naturalistic,usa,5.0,183,Indo-European,Italic,5,506
2506,1506,spanish99,spanish99,"lima, peru",spanish,none,20.0,female,4.0,academic,usa,1.5,183,Indo-European,Italic,5,506
2507,1508,spanish100,spanish100,"iquitos, peru",spanish,arabic,30.0,female,26.0,academic,usa,8.0,183,Indo-European,Italic,5,506
2508,1574,spanish101,spanish101,"la union, el salvador",spanish,none,39.0,female,19.0,naturalistic,usa,24.0,183,Indo-European,Italic,5,506
2509,1575,spanish102,spanish102,"cochabamba, bolivia",spanish,quechua,31.0,male,26.0,academic,usa,9.0,183,Indo-European,Italic,5,506
2510,1584,spanish103,spanish103,"san miguel, el salvador",spanish,none,46.0,male,15.0,naturalistic,usa,25.0,183,Indo-European,Italic,5,506
2511,1600,spanish104,spanish104,"san miguel, el salvador",spanish,none,28.0,female,20.0,naturalistic,usa,8.0,183,Indo-European,Italic,5,506
2512,1613,spanish105,spanish105,"jerez de la frontera, spain",spanish,latin greek arabic german,41.0,female,10.0,academic,usa,12.0,183,Indo-European,Italic,5,506
2513,1621,spanish106,spanish106,"lima, peru",spanish,none,21.0,male,5.0,academic,usa,10.0,183,Indo-European,Italic,5,506
2514,1622,spanish107,spanish107,"san salvador, el salvador",spanish,italian,36.0,male,14.0,naturalistic,usa,22.0,183,Indo-European,Italic,5,506
2515,1629,spanish108,spanish108,"medellin, colombia",spanish,none,36.0,male,24.0,academic,usa,12.0,183,Indo-European,Italic,5,506
2516,1660,spanish109,spanish109,"maracay, venezuela",spanish,french portuguese,21.0,male,16.0,academic,,0.0,183,Indo-European,Italic,5,506
2517,1680,spanish110,spanish110,"caracas, venezuela",spanish,german japanese,20.0,male,18.0,academic,,0.0,183,Indo-European,Italic,5,506
2518,1689,spanish111,spanish111,"santiago, chile",spanish,none,55.0,male,33.0,naturalistic,usa,23.7,183,Indo-European,Italic,5,506
2519,1693,spanish112,spanish112,"la paz, bolivia",spanish,none,25.0,male,15.0,academic,usa,15.0,183,Indo-European,Italic,5,506
2520,1695,spanish113,spanish113,"cochabamba, bolivia",spanish,none,19.0,male,8.0,academic,usa,11.0,183,Indo-European,Italic,5,506
2521,1732,spanish114,spanish114,"seville, spain",spanish,catalan,22.0,female,8.0,naturalistic,uk,0.25,183,Indo-European,Italic,5,506
2522,1744,spanish115,spanish115,"la paz, bolivia",spanish,french,58.0,female,8.0,academic,usa,15.0,183,Indo-European,Italic,5,506
2523,1747,spanish116,spanish116,"bogota, colombia",spanish,french,37.0,male,6.0,academic,usa,3.0,183,Indo-European,Italic,5,506
2524,1797,spanish117,spanish117,"madrid, spain",spanish,french german italian portuguese turkish,46.0,male,12.0,academic,usa,13.0,183,Indo-European,Italic,5,506
2525,1806,spanish118,spanish118,"monterrey, mexico",spanish,italian,48.0,female,13.0,academic,usa,22.0,183,Indo-European,Italic,5,506
2526,1807,spanish119,spanish119,"madrid, spain",spanish,french,40.0,female,11.0,naturalistic,usa,15.0,183,Indo-European,Italic,5,506
2527,1823,spanish120,spanish120,"bogota, colombia",spanish,french german,25.0,female,2.0,academic,usa,16.0,183,Indo-European,Italic,5,506
2528,1826,spanish121,spanish121,"pasaquina, el salvador",spanish,none,34.0,male,21.0,academic,usa,10.0,183,Indo-European,Italic,5,506
2529,1831,spanish122,spanish122,"toluca, mexico",spanish,none,26.0,female,10.0,academic,usa,16.0,183,Indo-European,Italic,5,506
2530,1834,spanish123,spanish123,"ilbague, colombia",spanish,french,57.0,female,14.0,academic,usa,17.0,183,Indo-European,Italic,5,506
2531,1835,spanish124,spanish124,"santa cruz, bolivia",spanish,none,22.0,male,5.0,naturalistic,usa,14.0,183,Indo-European,Italic,5,506
2532,1840,spanish125,spanish125,"lima, peru",spanish,none,23.0,male,9.0,naturalistic,usa,14.0,183,Indo-European,Italic,5,506
2533,1853,spanish126,spanish126,"colon, panama",spanish,french,54.0,female,5.0,naturalistic,usa,35.0,183,Indo-European,Italic,5,506
2534,1860,spanish127,spanish127,"san salvador, el salvador",spanish,italian,34.0,male,19.0,academic,usa,7.0,183,Indo-European,Italic,5,506
2535,1869,spanish128,spanish128,"lima, peru",spanish,none,30.0,female,7.0,academic,usa,17.0,183,Indo-European,Italic,5,506
2536,1874,spanish129,spanish129,"havana, cuba",spanish,none,47.0,female,30.0,naturalistic,usa,17.0,183,Indo-European,Italic,5,506
2537,1891,spanish130,spanish130,"guayaquil, ecuador",spanish,french,27.0,male,21.0,naturalistic,usa,1.0,183,Indo-European,Italic,5,506
2538,1903,spanish131,spanish131,"havana, cuba",spanish,none,56.0,male,25.0,naturalistic,usa,31.0,183,Indo-European,Italic,5,506
2539,1904,spanish132,spanish132,"rio piedras, puerto rico",spanish,italian,50.0,female,15.0,academic,usa,30.0,183,Indo-European,Italic,5,506
2540,1916,spanish133,spanish133,"cochabamba, bolivia",spanish,portuguese japanese,38.0,male,19.0,academic,usa,13.0,183,Indo-European,Italic,5,506
2541,1921,spanish134,spanish134,"la union, el salvador",spanish,none,41.0,female,13.0,academic,usa,28.7,183,Indo-European,Italic,5,506
2542,1923,spanish135,spanish135,"santiago de cuba, cuba",spanish,none,41.0,female,22.0,naturalistic,usa,18.0,183,Indo-European,Italic,5,506
2543,1949,spanish136,spanish136,"santiago, chile",spanish,french italian,49.0,male,8.0,academic,usa,41.0,183,Indo-European,Italic,5,506
2544,1979,spanish137,spanish137,"santa ana, el salvador",spanish,none,24.0,female,21.0,academic,usa,4.0,183,Indo-European,Italic,5,506
2545,1980,spanish138,spanish138,"san miguel, el salvador",spanish,none,24.0,female,16.0,academic,usa,8.0,183,Indo-European,Italic,5,506
2546,1981,spanish139,spanish139,"guatemala city, guatemala",spanish,none,50.0,male,38.0,academic,usa,11.0,183,Indo-European,Italic,5,506
2547,1985,spanish140,spanish140,"cochabamba, bolivia",spanish,quechua,37.0,female,31.0,academic,usa,6.0,183,Indo-European,Italic,5,506
2548,2009,spanish141,spanish141,"la union, el salvador",spanish,none,24.0,male,12.0,academic,usa,12.0,183,Indo-European,Italic,5,506
2549,2016,spanish142,spanish142,"san salvador, el salvador",spanish,none,59.0,female,8.0,academic,usa,33.0,183,Indo-European,Italic,5,506
2550,2026,spanish143,spanish143,"oviedo, spain",spanish,none,45.0,male,6.0,academic,"uk, usa",12.5,183,Indo-European,Italic,5,506
2551,2051,spanish144,spanish144,"florencia, zacatecas, mexico",spanish,none,33.0,female,23.0,naturalistic,usa,10.0,183,Indo-European,Italic,5,506
2552,2052,spanish145,spanish145,"florencia, zacatecas, mexico",spanish,none,37.0,female,21.0,naturalistic,usa,16.0,183,Indo-European,Italic,5,506
2553,2057,spanish146,spanish146,"las palmas, oaxaca, mexico",spanish,none,25.0,male,18.0,naturalistic,usa,7.0,183,Indo-European,Italic,5,506
2554,2078,spanish147,spanish147,"puerto_cabezas, nicaragua",spanish,miskito,26.0,male,15.0,academic,,0.0,183,Indo-European,Italic,5,506
2555,2079,spanish148,spanish148,"la ceiba, honduras",spanish,none,19.0,male,11.0,academic,,0.0,183,Indo-European,Italic,5,506
2556,2091,spanish149,spanish149,"bilwi, puerto cabezas, nicaragua",spanish,miskito,23.0,male,22.0,naturalistic,,0.0,183,Indo-European,Italic,5,506
2557,2094,spanish150,spanish150,"bilwi, puerto cabezas, nicaragua",spanish,none,18.0,male,13.0,academic,,0.0,183,Indo-European,Italic,5,506
2558,2096,spanish151,spanish151,"bilwas karma, rio coco, nicaragua",spanish,miskito,58.0,female,50.0,naturalistic,,0.0,183,Indo-European,Italic,5,506
2559,2100,spanish152,spanish152,"barcelona, spain",spanish,catalan,51.0,male,25.0,naturalistic,usa,26.0,183,Indo-European,Italic,5,506
2560,2118,spanish153,spanish153,"bogota, colombia",spanish,portuguese,21.0,male,10.0,naturalistic,usa,6.0,183,Indo-European,Italic,5,506
2561,2127,spanish154,spanish154,"montevideo, uruguay",spanish,portuguese,30.0,male,4.0,academic,usa,1.5,183,Indo-European,Italic,5,506
2562,2130,spanish155,spanish155,"lima, peru",spanish,none,27.0,male,9.0,naturalistic,usa,15.0,183,Indo-European,Italic,5,506
2563,2142,spanish156,spanish156,"montevideo, uruguay",spanish,none,65.0,female,8.0,academic,usa,54.0,183,Indo-European,Italic,5,506
2564,2144,spanish157,spanish157,"mexico city, mexico",spanish,none,19.0,female,3.0,naturalistic,usa,16.0,183,Indo-European,Italic,5,506
2565,2148,spanish158,spanish158,"santurce, puerto rico",spanish,none,54.0,female,37.0,academic,usa,16.0,183,Indo-European,Italic,5,506
2566,2149,spanish159,spanish159,"san salvador, el salvador",spanish,none,29.0,male,21.0,naturalistic,usa,11.0,183,Indo-European,Italic,5,506
2567,2150,spanish160,spanish160,"bogota, colombia",spanish,none,20.0,male,7.0,academic,usa,9.0,183,Indo-European,Italic,5,506
2568,2156,spanish161,spanish161,"leon, nicaragua",spanish,none,56.0,female,32.0,academic,usa,19.0,183,Indo-European,Italic,5,506
2569,2169,spanish162,spanish162,"mexico city, mexico",spanish,none,28.0,male,5.0,naturalistic,"usa, uk",5.0,183,Indo-European,Italic,5,506
2570,2212,spanish163,spanish163,"asuncion, paraguay",spanish,none,25.0,male,15.0,academic,usa,5.0,183,Indo-European,Italic,5,506
2571,2230,spanish164,spanish164,"zacatecas, mexico",spanish,none,35.0,female,27.0,naturalistic,usa,19.0,183,Indo-European,Italic,5,506
2572,2235,spanish165,spanish165,"mayaguez, puerto rico",spanish,german italian,62.0,male,4.0,academic,usa,11.0,183,Indo-European,Italic,5,506
2573,2238,spanish166,spanish166,"santo domingo, dominican republic",spanish,none,26.0,female,11.0,academic,usa,5.0,183,Indo-European,Italic,5,506
2574,2239,spanish167,spanish167,"lima, peru",spanish,japanese,29.0,female,15.0,academic,usa,15.0,183,Indo-European,Italic,5,506
2575,2240,spanish168,spanish168,"pasto, colombia",spanish,none,28.0,male,4.0,academic,usa,0.4,183,Indo-European,Italic,5,506
2576,2250,spanish169,spanish169,"ponce, puerto rico",spanish,none,36.0,female,10.0,academic,usa,16.0,183,Indo-European,Italic,5,506
2577,2259,spanish170,spanish170,"cochabamba, bolivia",spanish,portuguese,25.0,male,2.0,naturalistic,usa,23.0,183,Indo-European,Italic,5,506
2578,2260,spanish171,spanish171,"guayaquil, ecuador",spanish,none,23.0,female,8.0,academic,usa,10.0,183,Indo-European,Italic,5,506
2579,2279,spanish172,spanish172,"la union, el salvador",spanish,none,28.0,male,11.0,academic,usa,17.0,183,Indo-European,Italic,5,506
2580,2288,spanish173,spanish173,"ambato, ecuador",spanish,none,31.0,female,24.0,academic,usa,1.0,183,Indo-European,Italic,5,506
2581,2298,spanish174,spanish174,"falcon, venezuela",spanish,none,26.0,female,7.0,academic,usa,5.0,183,Indo-European,Italic,5,506
2582,2300,spanish175,spanish175,"rio piedras, puerto rico",spanish,portuguese,20.0,female,12.0,academic,usa,2.0,183,Indo-European,Italic,5,506
2583,2317,spanish176,spanish176,"panama city, panama",spanish,none,55.0,male,6.0,academic,usa,26.0,183,Indo-European,Italic,5,506
2584,2328,spanish177,spanish177,"sonsonate, el salvador",spanish,none,48.0,female,17.0,naturalistic,usa,26.0,183,Indo-European,Italic,5,506
2585,2335,spanish178,spanish178,"chalatenango, el salvador",spanish,none,41.0,female,30.0,naturalistic,usa,11.0,183,Indo-European,Italic,5,506
2586,2336,spanish179,spanish179,"san miguel, el salvador",spanish,none,55.0,female,38.0,naturalistic,usa,17.0,183,Indo-European,Italic,5,506
2587,2338,spanish180,spanish180,"cochabamba, bolivia",spanish,none,50.0,male,35.0,naturalistic,usa,16.0,183,Indo-European,Italic,5,506
2588,2364,spanish181,spanish181,"lima, peru",spanish,none,55.0,female,30.0,naturalistic,usa,24.0,183,Indo-European,Italic,5,506
2589,2367,spanish182,spanish182,"trujillo, peru",spanish,none,44.0,male,20.0,academic,usa,20.0,183,Indo-European,Italic,5,506
2590,2370,spanish183,spanish183,"bogota, colombia",spanish,portuguese italian,27.0,female,16.0,academic,usa,11.0,183,Indo-European,Italic,5,506
2591,2371,spanish184,spanish184,"lima, peru",spanish,none,26.0,male,13.0,academic,usa,11.0,183,Indo-European,Italic,5,506
2592,2372,spanish185,spanish185,"san salvador, el salvadore",spanish,none,30.0,female,12.0,academic,usa,18.0,183,Indo-European,Italic,5,506
2593,2373,spanish186,spanish186,"tegucigalpa, honduras",spanish,none,33.0,male,14.0,academic,usa,19.0,183,Indo-European,Italic,5,506
2594,2393,spanish187,spanish187,"santurce, puerto rico",spanish,portuguese,32.0,female,6.0,academic,usa,8.0,183,Indo-European,Italic,5,506
2595,2396,spanish188,spanish188,"panama city, panama",spanish,none,54.0,female,28.0,naturalistic,usa,26.0,183,Indo-European,Italic,5,506
2596,2397,spanish189,spanish189,"santa clara, san vicente, el salvador",spanish,none,42.0,male,18.0,academic,usa,27.0,183,Indo-European,Italic,5,506
2597,2401,spanish190,spanish190,"bogota, colombia",spanish,french,41.0,male,6.0,academic,usa,7.0,183,Indo-European,Italic,5,506
2598,2434,spanish191,spanish191,"bogota, colombia",spanish,none,38.0,female,12.0,academic,usa,2.0,183,Indo-European,Italic,5,506
2599,2466,spanish192,spanish192,"cordoba, argentina",spanish,french german,40.0,male,10.0,academic,uk,1.0,183,Indo-European,Italic,5,506
2600,2467,spanish193,spanish193,"david, panama",spanish,none,75.0,female,5.0,academic,usa,54.0,183,Indo-European,Italic,5,506
2601,2471,spanish194,spanish194,"cochabamba, bolivia",spanish,none,27.0,male,18.0,naturalistic,usa,9.0,183,Indo-European,Italic,5,506
2602,2475,spanish195,spanish195,"guatemala city, guatemala",spanish,none,55.0,female,15.0,academic,usa,27.0,183,Indo-European,Italic,5,506
2603,2482,spanish196,spanish196,"san cristobal, dominican republic",spanish,none,60.0,female,26.0,naturalistic,usa,31.0,183,Indo-European,Italic,5,506
2604,2491,spanish197,spanish197,"madrid, spain",spanish,french,20.0,female,3.0,academic,usa,0.3,183,Indo-European,Italic,5,506
2605,2496,spanish198,spanish198,"tejupilco, mexico",spanish,none,38.0,female,19.0,academic,usa,23.0,183,Indo-European,Italic,5,506
2606,2507,spanish199,spanish199,"san juan, puerto rico",spanish,portuguese french,18.0,male,2.0,academic,usa,0.3,183,Indo-European,Italic,5,506
2607,2521,spanish200,spanish200,"bogota, colombia",spanish,none,30.0,female,17.0,academic,usa,12.0,183,Indo-European,Italic,5,506
2608,2586,spanish201,spanish201,"mexico city, mexico",spanish,none,25.0,male,18.0,naturalistic,usa,5.7,183,Indo-European,Italic,5,506
2609,2588,spanish202,spanish202,"mexico city, mexico",spanish,none,48.0,female,17.0,naturalistic,usa,31.0,183,Indo-European,Italic,5,506
2610,2590,spanish203,spanish203,"usulutan, el salvador",spanish,none,32.0,female,11.0,academic,usa,23.0,183,Indo-European,Italic,5,506
2611,2602,spanish204,spanish204,"almeria, spain",spanish,french,21.0,male,8.0,academic,usa,0.8,183,Indo-European,Italic,5,506
2612,2614,spanish205,spanish205,"cerete, colombia",spanish,french,29.0,male,7.0,academic,canada,0.3,183,Indo-European,Italic,5,506
